z_span,x_chord,side,cp,p_static_kpa,mach_local
0.2447,0.66667,upper,0.7785,90.124,nan
0.2447,0.66667,lower,0.3093,96.875,nan
0.2447,0.67296,upper,0.8559,89.01,nan
0.2447,0.67296,lower,0.3193,96.731,nan
0.2447,0.67925,upper,0.8479,89.126,nan
0.2447,0.67925,lower,0.3757,95.919,nan
0.2447,0.68553,upper,0.891,88.505,nan
0.2447,0.68553,lower,0.3599,96.146,nan
0.2447,0.69182,upper,0.8851,88.59,nan
0.2447,0.69182,lower,0.3292,96.589,nan
0.2447,0.69811,upper,0.8452,89.164,nan
0.2447,0.69811,lower,0.369,96.015,nan
0.2447,0.7044,upper,0.942,87.772,nan
0.2447,0.7044,lower,0.3255,96.641,nan
0.2447,0.71069,upper,0.967,87.411,nan
0.2447,0.71069,lower,0.318,96.75,nan
0.2447,0.71698,upper,0.9804,87.219,nan
0.2447,0.71698,lower,0.3722,95.969,nan
0.2447,0.72327,upper,0.926,88.002,nan
0.2447,0.72327,lower,0.3024,96.974,nan
0.2447,0.72956,upper,0.9494,87.665,nan
0.2447,0.72956,lower,0.4123,95.393,nan
0.2447,0.73585,upper,0.967,87.411,nan
0.2447,0.73585,lower,0.3405,96.426,nan
0.2447,0.74214,upper,0.9503,87.652,nan
0.2447,0.74214,lower,0.3429,96.392,nan
0.2447,0.74843,upper,0.953,87.614,nan
0.2447,0.74843,lower,0.3608,96.134,nan
0.2447,0.75472,upper,0.8771,88.705,nan
0.2447,0.75472,lower,0.3776,95.892,nan
0.2447,0.76101,upper,0.9545,87.591,nan
0.2447,0.76101,lower,0.4269,95.183,nan
0.2447,0.7673,upper,0.9484,87.679,nan
0.2447,0.7673,lower,0.3641,96.087,nan
0.2447,0.77358,upper,0.8986,88.396,nan
0.2447,0.77358,lower,0.3525,96.254,nan
0.2447,0.77987,upper,0.9709,87.356,nan
0.2447,0.77987,lower,0.4217,95.258,nan
0.2447,0.78616,upper,0.9287,87.962,nan
0.2447,0.78616,lower,0.3515,96.268,nan
0.2447,0.79245,upper,1.0052,86.862,nan
0.2447,0.79245,lower,0.3492,96.301,nan
0.2447,0.79874,upper,0.9603,87.509,nan
0.2447,0.79874,lower,0.3729,95.96,nan
0.2447,0.80503,upper,1.0238,86.594,nan
0.2447,0.80503,lower,0.3665,96.052,nan
0.2447,0.81132,upper,1.0296,86.511,nan
0.2447,0.81132,lower,0.3896,95.72,nan
0.2447,0.81761,upper,0.969,87.382,nan
0.2447,0.81761,lower,0.4253,95.206,nan
0.2447,0.8239,upper,0.909,88.246,nan
0.2447,0.8239,lower,0.3935,95.663,nan
0.2447,0.83019,upper,0.9596,87.519,nan
0.2447,0.83019,lower,0.3425,96.397,nan
0.2447,0.83648,upper,1.008,86.822,nan
0.2447,0.83648,lower,0.3904,95.707,nan
0.2447,0.84277,upper,0.9911,87.066,nan
0.2447,0.84277,lower,0.3615,96.124,nan
0.2447,0.84906,upper,0.9844,87.162,nan
0.2447,0.84906,lower,0.3147,96.796,nan
0.2447,0.85535,upper,0.9773,87.263,nan
0.2447,0.85535,lower,0.3654,96.067,nan
0.2447,0.86164,upper,0.9083,88.256,nan
0.2447,0.86164,lower,0.3902,95.711,nan
0.2447,0.86792,upper,0.9687,87.387,nan
0.2447,0.86792,lower,0.3558,96.205,nan
0.2447,0.87421,upper,0.9193,88.098,nan
0.2447,0.87421,lower,0.4296,95.144,nan
0.2447,0.8805,upper,0.9571,87.554,nan
0.2447,0.8805,lower,0.3441,96.374,nan
0.2447,0.88679,upper,0.9311,87.929,nan
0.2447,0.88679,lower,0.371,95.987,nan
0.2447,0.89308,upper,0.9773,87.263,nan
0.2447,0.89308,lower,0.4186,95.302,nan
0.2447,0.89937,upper,0.9764,87.277,nan
0.2447,0.89937,lower,0.3835,95.806,nan
0.2447,0.90566,upper,1.0046,86.871,nan
0.2447,0.90566,lower,0.3408,96.421,nan
0.2447,0.91195,upper,0.9927,87.042,nan
0.2447,0.91195,lower,0.3946,95.648,nan
0.2447,0.91824,upper,0.9799,87.226,nan
0.2447,0.91824,lower,0.4067,95.473,nan
0.2447,0.92453,upper,0.9807,87.214,nan
0.2447,0.92453,lower,0.4239,95.226,nan
0.2447,0.93082,upper,1.017,86.693,nan
0.2447,0.93082,lower,0.4386,95.014,nan
0.2447,0.93711,upper,0.9882,87.107,nan
0.2447,0.93711,lower,0.36,96.146,nan
0.2447,0.9434,upper,0.9514,87.637,nan
0.2447,0.9434,lower,0.4522,94.819,nan
0.2447,0.94969,upper,0.9299,87.945,nan
0.2447,0.94969,lower,0.389,95.728,nan
0.2447,0.95597,upper,0.9898,87.084,nan
0.2447,0.95597,lower,0.4294,95.147,nan
0.2447,0.96226,upper,0.973,87.325,nan
0.2447,0.96226,lower,0.3691,96.015,nan
0.2447,0.96855,upper,0.9369,87.845,nan
0.2447,0.96855,lower,0.4762,94.474,nan
0.2447,0.97484,upper,0.9746,87.303,nan
0.2447,0.97484,lower,0.3773,95.896,nan
0.2447,0.98113,upper,1.0355,86.427,nan
0.2447,0.98113,lower,0.4137,95.373,nan
0.2447,0.98742,upper,1.0133,86.746,nan
0.2447,0.98742,lower,0.4089,95.441,nan
0.2447,0.99371,upper,1.0111,86.778,nan
0.2447,0.99371,lower,0.4753,94.486,nan
0.2447,1.0,upper,0.963,87.47,nan
0.2447,1.0,lower,0.449,94.864,nan
0.266,0.0,upper,-3.218,147.626,1.3535
0.266,0.0,lower,3.228,54.88,nan
0.266,0.00629,upper,-2.8894,142.898,1.3127
0.266,0.00629,lower,2.9241,59.252,nan
0.266,0.01258,upper,-2.617,138.979,1.2864
0.266,0.01258,lower,2.5847,64.137,nan
0.266,0.01887,upper,-2.2595,133.835,1.2758
0.266,0.01887,lower,2.3129,68.047,nan
0.266,0.02516,upper,-2.1387,132.096,1.2512
0.266,0.02516,lower,2.0654,71.608,nan
0.266,0.03145,upper,-1.8809,128.387,1.2218
0.266,0.03145,lower,1.8466,74.756,nan
0.266,0.03774,upper,-1.7076,125.894,1.1881
0.266,0.03774,lower,1.6888,77.026,nan
0.266,0.04403,upper,-1.5258,123.279,1.1825
0.266,0.04403,lower,1.5606,78.87,nan
0.266,0.05031,upper,-1.3755,121.116,1.1647
0.266,0.05031,lower,1.2732,83.007,nan
0.266,0.0566,upper,-1.2327,119.061,1.1452
0.266,0.0566,lower,1.2164,83.823,nan
0.266,0.06289,upper,-1.0835,116.915,1.1079
0.266,0.06289,lower,1.0792,85.798,nan
0.266,0.06918,upper,-0.9722,115.313,1.094
0.266,0.06918,lower,0.9785,87.247,nan
0.266,0.07547,upper,-0.877,113.944,1.0813
0.266,0.07547,lower,0.8185,89.549,nan
0.266,0.08176,upper,-0.8074,112.941,1.0752
0.266,0.08176,lower,0.7761,90.158,nan
0.266,0.08805,upper,-0.7223,111.717,1.0665
0.266,0.08805,lower,0.6809,91.528,nan
0.266,0.09434,upper,-0.6456,110.614,1.0206
0.266,0.09434,lower,0.6596,91.834,nan
0.266,0.10063,upper,-0.5566,109.333,1.0099
0.266,0.10063,lower,0.564,93.21,nan
0.266,0.10692,upper,-0.4114,107.245,0.9895
0.266,0.10692,lower,0.4289,95.154,nan
0.266,0.11321,upper,-0.4423,107.688,0.9844
0.266,0.11321,lower,0.4374,95.031,nan
0.266,0.1195,upper,-0.3488,106.344,0.9645
0.266,0.1195,lower,0.3845,95.793,nan
0.266,0.12579,upper,-0.3882,106.91,0.9708
0.266,0.12579,lower,0.3634,96.096,nan
0.266,0.13208,upper,-0.3214,105.949,0.9582
0.266,0.13208,lower,0.3805,95.851,nan
0.266,0.13836,upper,-0.3477,106.328,0.9592
0.266,0.13836,lower,0.2631,97.54,nan
0.266,0.14465,upper,-0.2538,104.977,0.9404
0.266,0.14465,lower,0.2673,97.478,nan
0.266,0.15094,upper,-0.2766,105.304,0.9305
0.266,0.15094,lower,0.2477,97.761,nan
0.266,0.15723,upper,-0.199,104.189,0.9192
0.266,0.15723,lower,0.2324,97.981,nan
0.266,0.16352,upper,-0.2287,104.616,0.9298
0.266,0.16352,lower,0.2177,98.193,nan
0.266,0.16981,upper,-0.1384,103.316,0.8949
0.266,0.16981,lower,0.1908,98.579,nan
0.266,0.1761,upper,-0.1555,103.562,0.9021
0.266,0.1761,lower,0.1971,98.489,nan
0.266,0.18239,upper,-0.1684,103.748,0.9079
0.266,0.18239,lower,0.1844,98.671,nan
0.266,0.18868,upper,-0.0471,102.002,0.8544
0.266,0.18868,lower,0.1336,99.402,nan
0.266,0.19497,upper,-0.1205,103.059,0.8996
0.266,0.19497,lower,0.1093,99.753,nan
0.266,0.20126,upper,-0.0732,102.379,0.8628
0.266,0.20126,lower,0.0619,100.434,nan
0.266,0.20755,upper,-0.0582,102.162,0.8595
0.266,0.20755,lower,0.0945,99.965,nan
0.266,0.21384,upper,-0.0979,102.734,0.8768
0.266,0.21384,lower,0.14,99.311,nan
0.266,0.22013,upper,-0.0133,101.516,0.8147
0.266,0.22013,lower,0.0938,99.976,nan
0.266,0.22642,upper,-0.0592,102.176,0.8587
0.266,0.22642,lower,0.1021,99.856,nan
0.266,0.2327,upper,-0.0765,102.425,0.8754
0.266,0.2327,lower,0.0487,100.624,nan
0.266,0.23899,upper,-0.0435,101.951,0.8434
0.266,0.23899,lower,-0.0057,101.407,0.8034
0.266,0.24528,upper,-0.0475,102.009,0.839
0.266,0.24528,lower,0.0329,100.851,nan
0.266,0.25157,upper,0.0341,100.835,nan
0.266,0.25157,lower,0.0951,99.956,nan
0.266,0.25786,upper,-0.0055,101.405,0.8018
0.266,0.25786,lower,0.0709,100.305,nan
0.266,0.26415,upper,-0.0312,101.774,0.8242
0.266,0.26415,lower,0.0761,100.23,nan
0.266,0.27044,upper,-0.035,101.828,0.854
0.266,0.27044,lower,0.0472,100.645,nan
0.266,0.27673,upper,-0.006,101.411,0.8068
0.266,0.27673,lower,0.0246,100.971,nan
0.266,0.28302,upper,-0.013,101.511,0.8138
0.266,0.28302,lower,0.0508,100.595,nan
0.266,0.28931,upper,0.0078,101.213,nan
0.266,0.28931,lower,0.0977,99.92,nan
0.266,0.2956,upper,0.0017,101.301,nan
0.266,0.2956,lower,0.071,100.303,nan
0.266,0.30189,upper,0.0274,100.93,nan
0.266,0.30189,lower,0.0597,100.466,nan
0.266,0.30818,upper,0.0087,101.2,nan
0.266,0.30818,lower,0.0991,99.899,nan
0.266,0.31447,upper,-0.0678,102.3,0.8736
0.266,0.31447,lower,0.062,100.433,nan
0.266,0.32075,upper,-0.0322,101.789,0.8407
0.266,0.32075,lower,0.0733,100.271,nan
0.266,0.32704,upper,0.0221,101.007,nan
0.266,0.32704,lower,0.0165,101.088,nan
0.266,0.33333,upper,-0.0165,101.563,0.8217
0.266,0.33333,lower,0.0467,100.654,nan
0.266,0.33962,upper,0.0409,100.737,nan
0.266,0.33962,lower,0.0658,100.378,nan
0.266,0.34591,upper,0.0057,101.244,nan
0.266,0.34591,lower,0.0423,100.716,nan
0.266,0.3522,upper,-0.0004,101.331,0.7922
0.266,0.3522,lower,0.097,99.929,nan
0.266,0.35849,upper,-0.0074,101.432,0.8033
0.266,0.35849,lower,-0.0165,101.562,0.8118
0.266,0.36478,upper,0.0,101.325,nan
0.266,0.36478,lower,0.008,101.21,nan
0.266,0.37107,upper,0.0135,101.13,nan
0.266,0.37107,lower,0.1187,99.617,nan
0.266,0.37736,upper,0.0192,101.049,nan
0.266,0.37736,lower,0.006,101.238,nan
0.266,0.38365,upper,-0.0114,101.49,0.7974
0.266,0.38365,lower,0.0073,101.219,nan
0.266,0.38994,upper,-0.0036,101.376,0.7892
0.266,0.38994,lower,0.0379,100.78,nan
0.266,0.39623,upper,-0.0574,102.15,0.8487
0.266,0.39623,lower,0.0529,100.563,nan
0.266,0.40252,upper,-0.0181,101.585,0.8219
0.266,0.40252,lower,0.0445,100.684,nan
0.266,0.40881,upper,0.0055,101.245,nan
0.266,0.40881,lower,0.0107,101.171,nan
0.266,0.41509,upper,0.0536,100.553,nan
0.266,0.41509,lower,0.0402,100.747,nan
0.266,0.42138,upper,-0.0074,101.431,0.8037
0.266,0.42138,lower,0.0376,100.784,nan
0.266,0.42767,upper,0.0763,100.227,nan
0.266,0.42767,lower,-0.0518,102.07,0.8601
0.266,0.43396,upper,0.0091,101.193,nan
0.266,0.43396,lower,0.0332,100.847,nan
0.266,0.44025,upper,0.0558,100.523,nan
0.266,0.44025,lower,0.0782,100.2,nan
0.266,0.44654,upper,-0.0238,101.668,0.8282
0.266,0.44654,lower,0.0279,100.924,nan
0.266,0.45283,upper,-0.0157,101.55,0.8355
0.266,0.45283,lower,0.0258,100.953,nan
0.266,0.45912,upper,-0.0286,101.737,0.8387
0.266,0.45912,lower,0.0248,100.968,nan
0.266,0.46541,upper,0.0859,100.09,nan
0.266,0.46541,lower,0.0045,101.26,nan
0.266,0.4717,upper,0.0655,100.382,nan
0.266,0.4717,lower,0.0548,100.536,nan
0.266,0.47799,upper,0.0285,100.916,nan
0.266,0.47799,lower,-0.0427,101.939,0.8521
0.266,0.48428,upper,0.0567,100.509,nan
0.266,0.48428,lower,0.0123,101.148,nan
0.266,0.49057,upper,0.0553,100.529,nan
0.266,0.49057,lower,0.0158,101.098,nan
0.266,0.49686,upper,0.0356,100.813,nan
0.266,0.49686,lower,0.021,101.023,nan
0.266,0.50314,upper,0.0548,100.536,nan
0.266,0.50314,lower,0.005,101.253,nan
0.266,0.50943,upper,0.0338,100.839,nan
0.266,0.50943,lower,0.0272,100.934,nan
0.266,0.51572,upper,0.0603,100.457,nan
0.266,0.51572,lower,0.0929,99.988,nan
0.266,0.52201,upper,0.0017,101.3,nan
0.266,0.52201,lower,0.0857,100.092,nan
0.266,0.5283,upper,0.0796,100.179,nan
0.266,0.5283,lower,0.0588,100.479,nan
0.266,0.53459,upper,0.0408,100.738,nan
0.266,0.53459,lower,0.0677,100.351,nan
0.266,0.54088,upper,0.0091,101.194,nan
0.266,0.54088,lower,0.0178,101.069,nan
0.266,0.54717,upper,0.0637,100.409,nan
0.266,0.54717,lower,0.0559,100.52,nan
0.266,0.55346,upper,0.0396,100.755,nan
0.266,0.55346,lower,0.0238,100.983,nan
0.266,0.55975,upper,-0.0393,101.89,0.8437
0.266,0.55975,lower,0.0102,101.178,nan
0.266,0.56604,upper,0.0162,101.092,nan
0.266,0.56604,lower,0.0304,100.888,nan
0.266,0.57233,upper,0.0294,100.902,nan
0.266,0.57233,lower,0.0496,100.611,nan
0.266,0.57862,upper,0.0375,100.786,nan
0.266,0.57862,lower,0.0498,100.608,nan
0.266,0.58491,upper,0.0174,101.074,nan
0.266,0.58491,lower,0.0453,100.673,nan
0.266,0.59119,upper,0.075,100.246,nan
0.266,0.59119,lower,-0.0146,101.535,0.8186
0.266,0.59748,upper,0.168,98.907,nan
0.266,0.59748,lower,0.0712,100.301,nan
0.266,0.60377,upper,0.2001,98.447,nan
0.266,0.60377,lower,0.0292,100.906,nan
0.266,0.61006,upper,0.1675,98.915,nan
0.266,0.61006,lower,0.1221,99.568,nan
0.266,0.61635,upper,0.205,98.376,nan
0.266,0.61635,lower,0.1484,99.19,nan
0.266,0.62264,upper,0.3258,96.637,nan
0.266,0.62264,lower,0.1158,99.658,nan
0.266,0.62893,upper,0.3392,96.444,nan
0.266,0.62893,lower,0.1083,99.766,nan
0.266,0.63522,upper,0.4551,94.777,nan
0.266,0.63522,lower,0.2138,98.249,nan
0.266,0.64151,upper,0.5227,93.804,nan
0.266,0.64151,lower,0.1781,98.762,nan
0.266,0.6478,upper,0.5963,92.745,nan
0.266,0.6478,lower,0.2632,97.539,nan
0.266,0.65409,upper,0.6481,92.0,nan
0.266,0.65409,lower,0.3103,96.86,nan
0.266,0.66038,upper,0.8591,88.964,nan
0.266,0.66038,lower,0.2988,97.026,nan
0.266,0.66667,upper,0.7253,90.89,nan
0.266,0.66667,lower,0.3048,96.939,nan
0.266,0.67296,upper,0.8524,89.06,nan
0.266,0.67296,lower,0.2868,97.199,nan
0.266,0.67925,upper,0.8118,89.645,nan
0.266,0.67925,lower,0.3016,96.986,nan
0.266,0.68553,upper,0.8169,89.571,nan
0.266,0.68553,lower,0.2813,97.277,nan
0.266,0.69182,upper,0.9259,88.003,nan
0.266,0.69182,lower,0.3175,96.757,nan
0.266,0.69811,upper,0.9213,88.069,nan
0.266,0.69811,lower,0.4009,95.557,nan
0.266,0.7044,upper,0.9981,86.964,nan
0.266,0.7044,lower,0.3025,96.973,nan
0.266,0.71069,upper,0.9428,87.759,nan
0.266,0.71069,lower,0.3205,96.714,nan
0.266,0.71698,upper,0.9226,88.05,nan
0.266,0.71698,lower,0.4021,95.539,nan
0.266,0.72327,upper,0.8803,88.66,nan
0.266,0.72327,lower,0.427,95.181,nan
0.266,0.72956,upper,0.9919,87.053,nan
0.266,0.72956,lower,0.3402,96.43,nan
0.266,0.73585,upper,1.0168,86.695,nan
0.266,0.73585,lower,0.3866,95.762,nan
0.266,0.74214,upper,0.9595,87.52,nan
0.266,0.74214,lower,0.3866,95.763,nan
0.266,0.74843,upper,0.9011,88.36,nan
0.266,0.74843,lower,0.3852,95.782,nan
0.266,0.75472,upper,1.0071,86.834,nan
0.266,0.75472,lower,0.4174,95.319,nan
0.266,0.76101,upper,0.9948,87.011,nan
0.266,0.76101,lower,0.3492,96.301,nan
0.266,0.7673,upper,0.9668,87.415,nan
0.266,0.7673,lower,0.4073,95.465,nan
0.266,0.77358,upper,0.9864,87.133,nan
0.266,0.77358,lower,0.4073,95.464,nan
0.266,0.77987,upper,0.932,87.915,nan
0.266,0.77987,lower,0.3635,96.095,nan
0.266,0.78616,upper,0.9416,87.777,nan
0.266,0.78616,lower,0.3803,95.852,nan
0.266,0.79245,upper,0.962,87.483,nan
0.266,0.79245,lower,0.3681,96.029,nan
0.266,0.79874,upper,0.9266,87.993,nan
0.266,0.79874,lower,0.4277,95.172,nan
0.266,0.80503,upper,0.9625,87.476,nan
0.266,0.80503,lower,0.3896,95.719,nan
0.266,0.81132,upper,0.9987,86.955,nan
0.266,0.81132,lower,0.3576,96.18,nan
0.266,0.81761,upper,0.9373,87.839,nan
0.266,0.81761,lower,0.3391,96.447,nan
0.266,0.8239,upper,0.9729,87.326,nan
0.266,0.8239,lower,0.4162,95.336,nan
0.266,0.83019,upper,0.9749,87.298,nan
0.266,0.83019,lower,0.4023,95.537,nan
0.266,0.83648,upper,0.8987,88.395,nan
0.266,0.83648,lower,0.3952,95.639,nan
0.266,0.84277,upper,0.931,87.93,nan
0.266,0.84277,lower,0.3853,95.781,nan
0.266,0.84906,upper,0.9629,87.471,nan
0.266,0.84906,lower,0.3846,95.792,nan
0.266,0.85535,upper,0.9155,88.152,nan
0.266,0.85535,lower,0.419,95.296,nan
0.266,0.86164,upper,1.0461,86.274,nan
0.266,0.86164,lower,0.3925,95.678,nan
0.266,0.86792,upper,0.9597,87.516,nan
0.266,0.86792,lower,0.4186,95.301,nan
0.266,0.87421,upper,1.0182,86.674,nan
0.266,0.87421,lower,0.3709,95.988,nan
0.266,0.8805,upper,0.9415,87.779,nan
0.266,0.8805,lower,0.3466,96.338,nan
0.266,0.88679,upper,0.9912,87.064,nan
0.266,0.88679,lower,0.2997,97.013,nan
0.266,0.89308,upper,0.9989,86.952,nan
0.266,0.89308,lower,0.3658,96.062,nan
0.266,0.89937,upper,1.0449,86.29,nan
0.266,0.89937,lower,0.4687,94.582,nan
0.266,0.90566,upper,0.9555,87.577,nan
0.266,0.90566,lower,0.3595,96.153,nan
0.266,0.91195,upper,0.9425,87.765,nan
0.266,0.91195,lower,0.344,96.376,nan
0.266,0.91824,upper,0.9922,87.05,nan
0.266,0.91824,lower,0.3644,96.082,nan
0.266,0.92453,upper,1.0042,86.876,nan
0.266,0.92453,lower,0.4137,95.373,nan
0.266,0.93082,upper,1.0089,86.808,nan
0.266,0.93082,lower,0.4448,94.925,nan
0.266,0.93711,upper,0.9669,87.413,nan
0.266,0.93711,lower,0.453,94.807,nan
0.266,0.9434,upper,1.0046,86.871,nan
0.266,0.9434,lower,0.4236,95.23,nan
0.266,0.94969,upper,1.0403,86.357,nan
0.266,0.94969,lower,0.4109,95.413,nan
0.266,0.95597,upper,1.0363,86.414,nan
0.266,0.95597,lower,0.4399,94.996,nan
0.266,0.96226,upper,0.9306,87.935,nan
0.266,0.96226,lower,0.4258,95.198,nan
0.266,0.96855,upper,0.9869,87.126,nan
0.266,0.96855,lower,0.3905,95.706,nan
0.266,0.97484,upper,1.0486,86.238,nan
0.266,0.97484,lower,0.4158,95.342,nan
0.266,0.98113,upper,1.0351,86.432,nan
0.266,0.98113,lower,0.4022,95.538,nan
0.266,0.98742,upper,1.0164,86.701,nan
0.266,0.98742,lower,0.4079,95.457,nan
0.266,0.99371,upper,1.0255,86.569,nan
0.266,0.99371,lower,0.3946,95.647,nan
0.266,1.0,upper,1.0218,86.623,nan
0.266,1.0,lower,0.4119,95.398,nan
0.2872,0.0,upper,-3.2216,147.678,1.3555
0.2872,0.0,lower,3.1921,55.397,nan
0.2872,0.00629,upper,-2.8687,142.6,1.3242
0.2872,0.00629,lower,2.8733,59.983,nan
0.2872,0.01258,upper,-2.6256,139.102,1.3016
0.2872,0.01258,lower,2.5353,64.846,nan
0.2872,0.01887,upper,-2.2814,134.15,1.2517
0.2872,0.01887,lower,2.3719,67.198,nan
0.2872,0.02516,upper,-2.0616,130.987,1.2452
0.2872,0.02516,lower,2.1528,70.35,nan
0.2872,0.03145,upper,-1.9052,128.738,1.2269
0.2872,0.03145,lower,1.8855,74.196,nan
0.2872,0.03774,upper,-1.6688,125.336,1.2019
0.2872,0.03774,lower,1.6856,77.073,nan
0.2872,0.04403,upper,-1.4914,122.783,1.1542
0.2872,0.04403,lower,1.5017,79.718,nan
0.2872,0.05031,upper,-1.3746,121.103,1.1455
0.2872,0.05031,lower,1.3218,82.306,nan
0.2872,0.0566,upper,-1.165,118.088,1.1158
0.2872,0.0566,lower,1.2837,82.855,nan
0.2872,0.06289,upper,-1.0676,116.686,1.1215
0.2872,0.06289,lower,1.087,85.686,nan
0.2872,0.06918,upper,-1.0422,116.321,1.1006
0.2872,0.06918,lower,1.0005,86.929,nan
0.2872,0.07547,upper,-0.9351,114.78,1.0745
0.2872,0.07547,lower,0.9019,88.349,nan
0.2872,0.08176,upper,-0.7701,112.406,1.0606
0.2872,0.08176,lower,0.7501,90.532,nan
0.2872,0.08805,upper,-0.6844,111.172,1.0464
0.2872,0.08805,lower,0.7906,89.95,nan
0.2872,0.09434,upper,-0.5839,109.726,1.0238
0.2872,0.09434,lower,0.5381,93.583,nan
0.2872,0.10063,upper,-0.6667,110.917,1.0397
0.2872,0.10063,lower,0.6155,92.469,nan
0.2872,0.10692,upper,-0.4843,108.293,1.0008
0.2872,0.10692,lower,0.5467,93.459,nan
0.2872,0.11321,upper,-0.4906,108.384,1.0092
0.2872,0.11321,lower,0.4602,94.703,nan
0.2872,0.1195,upper,-0.3385,106.196,0.965
0.2872,0.1195,lower,0.4715,94.542,nan
0.2872,0.12579,upper,-0.3416,106.24,0.969
0.2872,0.12579,lower,0.3474,96.326,nan
0.2872,0.13208,upper,-0.3395,106.21,0.9714
0.2872,0.13208,lower,0.2955,97.073,nan
0.2872,0.13836,upper,-0.2579,105.036,0.9473
0.2872,0.13836,lower,0.3184,96.744,nan
0.2872,0.14465,upper,-0.2201,104.492,0.9344
0.2872,0.14465,lower,0.3001,97.007,nan
0.2872,0.15094,upper,-0.2103,104.35,0.9213
0.2872,0.15094,lower,0.1967,98.495,nan
0.2872,0.15723,upper,-0.1801,103.917,0.9164
0.2872,0.15723,lower,0.2784,97.319,nan
0.2872,0.16352,upper,-0.165,103.699,0.9114
0.2872,0.16352,lower,0.1466,99.216,nan
0.2872,0.16981,upper,-0.1586,103.607,0.922
0.2872,0.16981,lower,0.1465,99.218,nan
0.2872,0.1761,upper,-0.1665,103.72,0.9123
0.2872,0.1761,lower,0.096,99.944,nan
0.2872,0.18239,upper,-0.1241,103.11,0.8947
0.2872,0.18239,lower,0.2336,97.964,nan
0.2872,0.18868,upper,-0.0928,102.66,0.8778
0.2872,0.18868,lower,0.1655,98.944,nan
0.2872,0.19497,upper,-0.0368,101.855,0.8446
0.2872,0.19497,lower,0.0701,100.316,nan
0.2872,0.20126,upper,-0.1429,103.381,0.8944
0.2872,0.20126,lower,0.083,100.131,nan
0.2872,0.20755,upper,-0.074,102.389,0.8646
0.2872,0.20755,lower,0.0678,100.349,nan
0.2872,0.21384,upper,-0.0903,102.625,0.887
0.2872,0.21384,lower,0.1075,99.778,nan
0.2872,0.22013,upper,-0.0404,101.906,0.8393
0.2872,0.22013,lower,0.0552,100.53,nan
0.2872,0.22642,upper,-0.1046,102.831,0.8877
0.2872,0.22642,lower,0.1383,99.335,nan
0.2872,0.2327,upper,0.0433,100.701,nan
0.2872,0.2327,lower,-0.015,101.541,0.8025
0.2872,0.23899,upper,-0.0765,102.426,0.8641
0.2872,0.23899,lower,-0.0087,101.45,0.8085
0.2872,0.24528,upper,-0.0011,101.341,0.7847
0.2872,0.24528,lower,0.0582,100.488,nan
0.2872,0.25157,upper,0.0365,100.799,nan
0.2872,0.25157,lower,0.0753,100.242,nan
0.2872,0.25786,upper,-0.0185,101.592,0.8211
0.2872,0.25786,lower,0.0589,100.477,nan
0.2872,0.26415,upper,-0.0632,102.234,0.8577
0.2872,0.26415,lower,0.0549,100.535,nan
0.2872,0.27044,upper,-0.0008,101.337,0.8028
0.2872,0.27044,lower,0.0774,100.211,nan
0.2872,0.27673,upper,0.0471,100.647,nan
0.2872,0.27673,lower,0.008,101.21,nan
0.2872,0.28302,upper,-0.018,101.584,0.8095
0.2872,0.28302,lower,0.0575,100.498,nan
0.2872,0.28931,upper,0.0156,101.1,nan
0.2872,0.28931,lower,0.0622,100.431,nan
0.2872,0.2956,upper,0.031,100.879,nan
0.2872,0.2956,lower,-0.0025,101.361,0.7802
0.2872,0.30189,upper,-0.0267,101.71,0.8412
0.2872,0.30189,lower,0.0388,100.766,nan
0.2872,0.30818,upper,0.0521,100.576,nan
0.2872,0.30818,lower,0.0567,100.508,nan
0.2872,0.31447,upper,0.0014,101.306,nan
0.2872,0.31447,lower,0.0438,100.694,nan
0.2872,0.32075,upper,0.0283,100.918,nan
0.2872,0.32075,lower,-0.0124,101.503,0.8004
0.2872,0.32704,upper,0.0196,101.043,nan
0.2872,0.32704,lower,0.0424,100.715,nan
0.2872,0.33333,upper,0.0148,101.112,nan
0.2872,0.33333,lower,0.0291,100.906,nan
0.2872,0.33962,upper,0.0048,101.257,nan
0.2872,0.33962,lower,0.0077,101.214,nan
0.2872,0.34591,upper,0.0372,100.789,nan
0.2872,0.34591,lower,0.0398,100.752,nan
0.2872,0.3522,upper,0.0343,100.831,nan
0.2872,0.3522,lower,0.1,99.887,nan
0.2872,0.35849,upper,0.0394,100.759,nan
0.2872,0.35849,lower,0.0816,100.152,nan
0.2872,0.36478,upper,-0.0074,101.431,0.7935
0.2872,0.36478,lower,0.0742,100.258,nan
0.2872,0.37107,upper,0.0405,100.742,nan
0.2872,0.37107,lower,0.035,100.822,nan
0.2872,0.37736,upper,0.0028,101.285,nan
0.2872,0.37736,lower,0.0366,100.798,nan
0.2872,0.38365,upper,-0.0017,101.349,0.7883
0.2872,0.38365,lower,0.0718,100.292,nan
0.2872,0.38994,upper,-0.0184,101.59,0.829
0.2872,0.38994,lower,0.0776,100.209,nan
0.2872,0.39623,upper,-0.0152,101.544,0.8111
0.2872,0.39623,lower,0.039,100.764,nan
0.2872,0.40252,upper,0.0713,100.299,nan
0.2872,0.40252,lower,0.0166,101.086,nan
0.2872,0.40881,upper,0.062,100.434,nan
0.2872,0.40881,lower,-0.0039,101.382,0.7983
