point_id,zone_id,x_over_c,y_mm,z_mm,side,cp,pressure_kpa,shear_pa,mach_local,temp_k,rho_kg_m3,vel_m_s,residual_id
126890,3,0.12097,527.288,-0.0187,upper,-0.4886,108.355,11.994,0.9966,325.27,1.1605,360.31,704398
126891,3,0.12903,527.288,-0.0097,upper,-0.4593,107.934,13.448,0.9952,325.14,1.1564,359.75,891184
126892,3,0.1371,527.288,-0.0009,upper,-0.382,106.822,12.973,0.9623,324.82,1.1457,347.68,791519
126893,3,0.14516,527.288,0.0342,upper,-0.359,106.491,11.965,0.9702,324.72,1.1425,350.49,47826
126894,3,0.15323,527.288,-0.0165,upper,-0.2975,105.606,11.662,0.9525,324.46,1.1339,343.96,298457
126895,3,0.16129,527.288,0.0741,upper,-0.2692,105.198,10.74,0.9435,324.34,1.1299,340.64,2780
126896,3,0.16935,527.288,-0.0086,upper,-0.25,104.922,10.857,0.938,324.26,1.1272,338.6,106961
126897,3,0.17742,527.288,0.0269,upper,-0.216,104.433,11.533,0.9207,324.12,1.1225,332.3,833411
126898,3,0.18548,527.288,0.0041,upper,-0.1692,103.76,10.485,0.9025,323.92,1.1159,325.61,770802
126899,3,0.19355,527.288,-0.0051,upper,-0.1112,102.924,10.123,0.8924,323.68,1.1078,321.87,998966
126900,3,0.20161,527.288,-0.012,upper,-0.0839,102.533,10.319,0.8809,323.57,1.1039,317.67,336513
126901,3,0.20968,527.288,-0.0423,upper,-0.108,102.879,10.543,0.8844,323.67,1.1073,318.97,711076
126902,3,0.21774,527.288,0.0062,upper,-0.1118,102.934,11.219,0.8812,323.68,1.1079,317.83,77072
126903,3,0.22581,527.288,0.0217,upper,-0.0643,102.25,8.857,0.8731,323.48,1.1012,314.79,350186
126904,3,0.23387,527.288,-0.0113,upper,-0.0883,102.595,9.435,0.8704,323.58,1.1045,313.86,407627
126905,3,0.24194,527.288,0.001,upper,-0.0851,102.55,10.047,0.873,323.57,1.1041,314.81,19214
126906,3,0.25,527.288,0.0084,upper,-0.0528,102.084,9.609,0.8482,323.43,1.0996,305.79,497134
126907,3,0.25806,527.288,-0.0244,upper,-0.0867,102.572,8.747,0.8781,323.58,1.1043,316.66,529039
126908,3,0.26613,527.288,0.0125,upper,-0.0487,102.026,9.55,0.8607,323.42,1.099,310.3,836311
126909,3,0.27419,527.288,-0.0142,upper,-0.0445,101.966,8.782,0.8503,323.4,1.0984,306.53,592788
126910,3,0.28226,527.288,0.0093,upper,0.0154,101.104,8.477,0.7773,323.15,1.09,280.11,890464
126911,3,0.29032,527.288,-0.0274,upper,-0.0728,102.372,7.458,0.8592,323.52,1.1024,309.81,467665
126912,3,0.29839,527.288,0.0159,upper,0.0118,101.155,9.515,0.7806,323.16,1.0905,281.31,460951
126913,3,0.30645,527.288,0.0032,upper,-0.0262,101.702,6.549,0.8325,323.32,1.0958,300.07,808586
126914,3,0.31452,527.288,0.0155,upper,-0.0264,101.705,5.93,0.8384,323.32,1.0958,302.2,70219
126915,3,0.32258,527.288,-0.026,upper,-0.0096,101.463,7.915,0.808,323.25,1.0935,291.22,282529
126916,3,0.33065,527.288,-0.0414,upper,0.0471,100.648,8.105,0.7802,323.01,1.0855,281.1,204582
126917,3,0.33871,527.288,-0.0259,upper,0.0025,101.289,6.622,0.7664,323.2,1.0918,276.21,607834
126918,3,0.34677,527.288,0.004,upper,0.0267,100.941,7.202,0.7787,323.1,1.0884,280.58,23999
126919,3,0.35484,527.288,-0.0454,upper,-0.0134,101.518,7.295,0.8206,323.27,1.094,295.77,861802
126920,3,0.3629,527.288,0.0024,upper,0.0891,100.043,7.243,0.7804,322.84,1.0796,281.08,329709
126921,3,0.37097,527.288,-0.0311,upper,0.0379,100.78,6.984,0.7816,323.05,1.0868,281.61,244608
126922,3,0.37903,527.288,-0.001,upper,0.0347,100.825,6.616,0.7755,323.07,1.0872,279.43,649826
126923,3,0.3871,527.288,-0.0053,upper,0.0348,100.825,5.489,0.7758,323.07,1.0872,279.54,746641
126924,3,0.39516,527.288,0.0129,upper,0.0352,100.818,6.631,0.7782,323.06,1.0872,280.39,962694
126925,3,0.40323,527.288,0.0157,upper,0.0012,101.308,4.295,0.7756,323.21,1.092,279.52,379925
126926,3,0.41129,527.288,-0.0376,upper,0.0265,100.943,4.748,0.7802,323.1,1.0884,281.15,905490
126927,3,0.41935,527.288,0.0313,upper,0.0165,101.088,6.378,0.7726,323.14,1.0898,278.41,330352
126928,3,0.42742,527.288,0.0031,upper,0.0195,101.045,5.183,0.7839,323.13,1.0894,282.47,319933
126929,3,0.43548,527.288,-0.0132,upper,0.0418,100.724,5.33,0.7765,323.04,1.0862,279.78,694469
126930,3,0.44355,527.288,-0.0252,upper,0.0888,100.047,5.113,0.7798,322.84,1.0796,280.89,809789
126931,3,0.45161,527.288,0.0164,upper,0.0178,101.069,5.152,0.7863,323.14,1.0896,283.34,984255
126932,3,0.45968,527.288,-0.0136,upper,0.0459,100.665,4.741,0.7791,323.02,1.0857,280.69,459489
126933,3,0.46774,527.288,-0.0106,upper,0.0534,100.557,5.351,0.7847,322.99,1.0846,282.69,897187
126934,3,0.47581,527.288,0.002,upper,0.0255,100.958,4.715,0.7798,323.1,1.0885,280.99,196165
126935,3,0.48387,527.288,0.014,upper,0.061,100.447,3.959,0.7725,322.96,1.0835,278.31,962124
126936,3,0.49194,527.288,-0.0097,upper,0.0577,100.495,3.712,0.7947,322.97,1.084,286.29,316547
126937,3,0.5,527.288,0.0105,upper,0.0335,100.843,4.994,0.7809,323.07,1.0874,281.39,525528
126938,3,0.50806,527.288,-0.0119,upper,0.0238,100.983,4.282,0.7783,323.11,1.0888,280.47,348153
126939,3,0.51613,527.288,0.0002,upper,0.044,100.691,4.477,0.7714,323.03,1.0859,277.94,877655
126940,3,0.52419,527.288,0.0183,upper,0.0287,100.912,3.411,0.7834,323.09,1.0881,282.27,184922
126941,3,0.53226,527.288,-0.0148,upper,0.037,100.792,4.527,0.7754,323.06,1.0869,279.4,817127
126942,3,0.54032,527.288,-0.0038,upper,0.0148,101.112,3.237,0.7844,323.15,1.09,282.66,163060
126943,3,0.54839,527.288,0.0062,upper,0.0247,100.97,2.502,0.7894,323.11,1.0886,284.46,423459
126944,3,0.55645,527.288,0.0199,upper,0.036,100.807,4.021,0.7756,323.06,1.087,279.46,783735
126945,3,0.56452,527.288,0.0208,upper,0.0231,100.993,3.962,0.7788,323.11,1.0889,280.63,725626
126946,3,0.57258,527.288,-0.0171,upper,0.0721,100.288,3.939,0.7856,322.91,1.082,283.0,397350
126947,3,0.58065,527.288,-0.0228,upper,0.0703,100.314,4.302,0.7723,322.92,1.0822,278.21,664119
126948,3,0.58871,527.288,-0.0137,upper,0.0448,100.681,4.02,0.7905,323.02,1.0858,284.8,905930
126949,3,0.59677,527.288,-0.0278,upper,0.0404,100.744,3.32,0.7914,323.04,1.0864,285.15,631964
126950,3,0.60484,527.288,-0.0337,upper,0.0699,100.319,2.064,0.7831,322.92,1.0823,282.12,109378
126951,3,0.6129,527.288,-0.0028,upper,0.1116,99.719,2.229,0.7823,322.74,1.0764,281.75,618055
126952,3,0.62097,527.288,0.0019,upper,0.1264,99.507,2.518,0.7865,322.68,1.0743,283.23,291676
126953,3,0.62903,527.288,0.0073,upper,0.1086,99.762,4.402,0.7836,322.76,1.0768,282.21,841414
126954,3,0.6371,527.288,0.0014,upper,0.171,98.865,3.469,0.7859,322.49,1.068,282.91,839055
126955,3,0.64516,527.288,0.0115,upper,0.1882,98.618,2.899,0.7834,322.42,1.0656,281.99,339947
126956,3,0.65323,527.288,-0.0014,upper,0.2749,97.37,2.299,0.7709,322.06,1.0533,277.34,410311
126957,3,0.66129,527.288,-0.0021,upper,0.3815,95.835,3.318,0.7777,321.61,1.0381,279.59,201578
126958,3,0.66935,527.288,0.0144,upper,0.4691,94.576,1.243,0.7765,321.24,1.0256,278.99,68096
126959,3,0.67742,527.288,-0.002,upper,0.5569,93.312,3.147,0.7775,320.87,1.0131,279.19,644873
126960,3,0.68548,527.288,-0.0094,upper,0.6328,92.22,3.748,0.7832,320.55,1.0022,281.09,955963
126961,3,0.69355,527.288,-0.0412,upper,0.7444,90.614,2.717,0.7806,320.08,0.9862,279.96,805904
126962,3,0.70161,527.288,0.0082,upper,0.831,89.369,1.236,0.7795,319.72,0.9738,279.42,988910
126963,3,0.70968,527.288,0.0086,upper,0.741,90.663,1.498,0.7825,320.09,0.9867,280.65,793075
126964,3,0.71774,527.288,-0.0426,upper,0.8137,89.618,2.725,0.7785,319.79,0.9763,279.07,326619
126965,3,0.72581,527.288,-0.004,upper,0.8232,89.481,2.915,0.7956,319.75,0.9749,285.2,616032
126966,3,0.73387,527.288,0.016,upper,0.902,88.347,1.994,0.7788,319.42,0.9636,279.02,474399
126967,3,0.74194,527.288,-0.0099,upper,0.867,88.85,1.663,0.782,319.56,0.9686,280.26,141019
126968,3,0.75,527.288,0.019,upper,0.9033,88.328,1.579,0.7694,319.41,0.9634,275.65,522834
126969,3,0.75806,527.288,0.0126,upper,0.8967,88.423,2.509,0.7709,319.44,0.9643,276.2,223319
126970,3,0.76613,527.288,0.0332,upper,0.9168,88.133,3.227,0.7761,319.35,0.9614,278.04,544617
126971,3,0.77419,527.288,0.0224,upper,0.887,88.563,1.858,0.7768,319.48,0.9657,278.35,615817
126972,3,0.78226,527.288,-0.0171,upper,0.9565,87.563,1.688,0.777,319.19,0.9557,278.27,416636
126973,3,0.79032,527.288,-0.04,upper,0.9452,87.725,2.882,0.7841,319.24,0.9573,280.86,796982
126974,3,0.79839,527.288,0.0069,upper,0.9361,87.856,1.64,0.7847,319.27,0.9586,281.08,371787
126975,3,0.80645,527.288,-0.0052,upper,0.8836,88.612,1.98,0.7857,319.49,0.9662,281.54,273144
126976,3,0.81452,527.288,0.0097,upper,0.8969,88.42,2.864,0.7852,319.44,0.9643,281.32,429693
126977,3,0.82258,527.288,-0.019,upper,0.875,88.735,2.72,0.7769,319.53,0.9674,278.39,469879
126978,3,0.83065,527.288,-0.0249,upper,0.936,87.858,1.655,0.7751,319.27,0.9587,277.66,904131
126979,3,0.83871,527.288,0.0179,upper,0.9322,87.913,1.798,0.7895,319.29,0.9592,282.82,441887
126980,3,0.84677,527.288,-0.0115,upper,0.9075,88.267,0.036,0.7738,319.39,0.9628,277.21,264229
126981,3,0.85484,527.288,0.017,upper,0.8941,88.461,2.38,0.7809,319.45,0.9647,279.81,384144
126982,3,0.8629,527.288,0.0063,upper,0.9635,87.462,0.598,0.7839,319.16,0.9547,280.76,704453
126983,3,0.87097,527.288,-0.0025,upper,0.9344,87.881,2.205,0.7728,319.28,0.9589,276.83,735920
126984,3,0.87903,527.288,-0.0098,upper,0.9635,87.462,0.73,0.7766,319.16,0.9547,278.13,100961
126985,3,0.8871,527.288,-0.0141,upper,0.9509,87.643,2.294,0.7677,319.21,0.9565,274.96,269313
126986,3,0.89516,527.288,0.0113,upper,0.9156,88.151,1.59,0.7854,319.36,0.9616,281.38,560290
126987,3,0.90323,527.288,0.0037,upper,0.888,88.548,3.301,0.7882,319.48,0.9656,282.43,330322
126988,3,0.91129,527.288,0.0232,upper,0.9273,87.982,1.148,0.7823,319.31,0.9599,280.25,515819
126989,3,0.91935,527.288,-0.0255,upper,0.971,87.354,1.773,0.781,319.13,0.9536,279.69,423606
126990,3,0.92742,527.288,0.0225,upper,0.9089,88.247,0.104,0.7832,319.39,0.9626,280.58,576675
126991,3,0.93548,527.288,-0.0148,upper,0.9693,87.378,1.95,0.7823,319.13,0.9538,280.16,797995
126992,3,0.94355,527.288,-0.0026,upper,0.9205,88.08,1.195,0.7789,319.34,0.9609,279.05,278379
126993,3,0.95161,527.288,-0.0128,upper,0.8885,88.541,2.382,0.7802,319.47,0.9655,279.57,329995
126994,3,0.95968,527.288,-0.003,upper,0.9422,87.768,0.832,0.769,319.25,0.9577,275.44,727027
126995,3,0.96774,527.288,-0.0327,upper,0.9404,87.794,1.881,0.7815,319.26,0.958,279.92,165444
126996,3,0.97581,527.288,-0.0023,upper,0.9295,87.951,2.454,0.784,319.3,0.9596,280.84,868582
126997,3,0.98387,527.288,-0.0045,upper,0.9964,86.989,1.369,0.7786,319.02,0.9499,278.8,549671
126998,3,0.99194,527.288,-0.0217,upper,0.9936,87.028,2.471,0.7788,319.03,0.9503,278.86,553059
126999,3,1.0,527.288,-0.015,upper,0.9438,87.746,0.626,0.783,319.24,0.9575,280.45,772664
127000,3,0.0,547.966,-0.0145,upper,-3.0922,145.816,18.346,1.3375,336.22,1.5109,491.64,394689
127001,3,0.00806,547.966,-0.0071,upper,-2.7721,141.211,18.577,1.3132,334.88,1.469,481.73,781701
127002,3,0.01613,547.966,0.0147,upper,-2.4206,136.153,18.085,1.2848,333.4,1.4227,470.29,297352
127003,3,0.02419,547.966,0.0309,upper,-2.1772,132.65,17.114,1.2513,332.37,1.3904,457.3,512410
127004,3,0.03226,547.966,0.0108,upper,-1.9687,129.651,16.497,1.2297,331.5,1.3625,448.84,944527
127005,3,0.04032,547.966,-0.0126,upper,-1.7283,126.192,17.644,1.1973,330.48,1.3302,436.33,813272
127006,3,0.04839,547.966,-0.0592,upper,-1.5432,123.529,16.692,1.1808,329.71,1.3052,429.81,153963
127007,3,0.05645,547.966,0.0105,upper,-1.3704,121.042,16.13,1.156,328.98,1.2818,420.31,463782
127008,3,0.06452,547.966,0.015,upper,-1.1907,118.457,15.215,1.1284,328.22,1.2573,409.83,860640
127009,3,0.07258,547.966,0.0432,upper,-1.0859,116.949,16.103,1.1096,327.78,1.243,402.73,319279
127010,3,0.08065,547.966,-0.0078,upper,-0.9446,114.916,14.931,1.0858,327.19,1.2236,393.74,498640
127011,3,0.08871,547.966,-0.0135,upper,-0.8549,113.625,14.92,1.0783,326.81,1.2112,390.77,964227
127012,3,0.09677,547.966,-0.0305,upper,-0.7716,112.426,13.739,1.0552,326.46,1.1997,382.19,362336
127013,3,0.10484,547.966,0.0547,upper,-0.708,111.512,13.417,1.0475,326.19,1.1909,379.27,709873
127014,3,0.1129,547.966,-0.0272,upper,-0.572,109.555,13.683,1.0289,325.62,1.1721,372.2,780142
127015,3,0.12097,547.966,-0.0033,upper,-0.4657,108.026,12.567,0.9977,325.17,1.1573,360.66,272125
127016,3,0.12903,547.966,-0.0329,upper,-0.4401,107.657,11.918,0.9895,325.06,1.1538,357.65,818354
127017,3,0.1371,547.966,-0.0097,upper,-0.4034,107.129,12.709,0.987,324.91,1.1486,356.64,424712
127018,3,0.14516,547.966,-0.0155,upper,-0.3553,106.437,12.603,0.9642,324.71,1.1419,348.31,482175
127019,3,0.15323,547.966,-0.0224,upper,-0.3384,106.194,10.722,0.9698,324.64,1.1396,350.3,732666
127020,3,0.16129,547.966,0.012,upper,-0.2421,104.808,10.536,0.9359,324.23,1.1261,337.83,797052
127021,3,0.16935,547.966,0.0008,upper,-0.2225,104.527,12.306,0.934,324.15,1.1234,337.1,368854
127022,3,0.17742,547.966,0.0188,upper,-0.2076,104.312,12.532,0.9307,324.09,1.1213,335.89,589203
127023,3,0.18548,547.966,0.0108,upper,-0.174,103.828,10.089,0.9202,323.94,1.1166,332.01,875128
127024,3,0.19355,547.966,-0.0117,upper,-0.0989,102.747,10.171,0.8821,323.63,1.106,318.12,544844
127025,3,0.20161,547.966,-0.0257,upper,-0.1811,103.931,10.883,0.9177,323.97,1.1176,331.15,729344
127026,3,0.20968,547.966,0.0323,upper,-0.1221,103.081,9.513,0.8976,323.73,1.1093,323.77,904918
127027,3,0.21774,547.966,-0.0396,upper,-0.1073,102.869,9.07,0.8725,323.66,1.1072,314.66,74509
127028,3,0.22581,547.966,0.0131,upper,-0.1076,102.873,9.091,0.8766,323.66,1.1073,316.15,933985
127029,3,0.23387,547.966,0.0113,upper,-0.0571,102.147,9.023,0.8553,323.45,1.1002,308.37,209708
127030,3,0.24194,547.966,-0.0271,upper,-0.0963,102.71,8.694,0.8775,323.62,1.1057,316.46,361626
127031,3,0.25,547.966,-0.0033,upper,-0.0756,102.413,8.532,0.8598,323.53,1.1028,310.04,483181
127032,3,0.25806,547.966,-0.0042,upper,-0.0305,101.764,9.449,0.8282,323.34,1.0964,298.55,849667
127033,3,0.26613,547.966,0.0479,upper,-0.0365,101.851,8.895,0.8342,323.37,1.0973,300.71,819250
127034,3,0.27419,547.966,-0.0205,upper,-0.0108,101.481,9.51,0.8238,323.26,1.0936,296.91,961678
127035,3,0.28226,547.966,0.0108,upper,-0.015,101.541,9.511,0.8218,323.28,1.0942,296.22,644864
127036,3,0.29032,547.966,-0.0218,upper,0.0188,101.054,6.999,0.781,323.13,1.0895,281.43,830326
127037,3,0.29839,547.966,-0.0237,upper,0.0124,101.147,7.994,0.7882,323.16,1.0904,284.05,169575
127038,3,0.30645,547.966,0.0237,upper,0.0113,101.163,8.146,0.7962,323.16,1.0905,286.92,27358
127039,3,0.31452,547.966,0.0025,upper,0.004,101.268,7.657,0.7697,323.2,1.0916,277.38,128019
127040,3,0.32258,547.966,0.0082,upper,0.0379,100.78,6.704,0.776,323.05,1.0868,279.59,84408
127041,3,0.33065,547.966,0.0422,upper,0.0467,100.653,7.033,0.7831,323.02,1.0855,282.13,548309
127042,3,0.33871,547.966,0.0267,upper,0.0342,100.833,6.571,0.7719,323.07,1.0873,278.15,604031
127043,3,0.34677,547.966,-0.0131,upper,0.013,101.138,7.371,0.7871,323.16,1.0903,283.66,321088
127044,3,0.35484,547.966,-0.0043,upper,-0.0383,101.876,6.153,0.8419,323.37,1.0975,303.49,604603
127045,3,0.3629,547.966,-0.0475,upper,0.0239,100.982,7.956,0.7701,323.11,1.0888,277.52,612913
127046,3,0.37097,547.966,0.0067,upper,-0.0115,101.49,6.202,0.8098,323.26,1.0937,291.88,713862
127047,3,0.37903,547.966,0.0152,upper,0.0663,100.372,6.639,0.7601,322.93,1.0828,273.81,19622
127048,3,0.3871,547.966,-0.0024,upper,0.0497,100.611,4.735,0.7847,323.0,1.0851,282.71,49256
127049,3,0.39516,547.966,-0.0055,upper,0.0064,101.233,5.763,0.7779,323.19,1.0912,280.34,591682
127050,3,0.40323,547.966,-0.0072,upper,-0.0168,101.566,6.155,0.8249,323.28,1.0945,297.32,695377
127051,3,0.41129,547.966,0.0275,upper,0.0386,100.77,4.177,0.777,323.05,1.0867,279.98,166545
127052,3,0.41935,547.966,0.0237,upper,0.0383,100.774,5.998,0.7827,323.05,1.0867,282.02,439754
127053,3,0.42742,547.966,-0.0125,upper,0.073,100.275,6.169,0.7747,322.9,1.0818,279.06,835237
127054,3,0.43548,547.966,0.0176,upper,0.0068,101.227,4.973,0.7753,323.18,1.0912,279.42,52569
127055,3,0.44355,547.966,-0.029,upper,0.0049,101.254,4.513,0.7799,323.19,1.0914,281.06,701093
127056,3,0.45161,547.966,0.004,upper,0.0104,101.175,6.288,0.7882,323.17,1.0907,284.06,278684
127057,3,0.45968,547.966,-0.0044,upper,0.0598,100.464,4.267,0.7746,322.96,1.0837,279.08,383146
127058,3,0.46774,547.966,0.0087,upper,-0.0529,102.086,5.698,0.852,323.43,1.0996,307.18,340046
127059,3,0.47581,547.966,-0.0119,upper,0.0853,100.098,4.267,0.7776,322.85,1.0801,280.09,355840
127060,3,0.48387,547.966,0.0471,upper,-0.0051,101.398,2.988,0.7917,323.23,1.0928,285.32,500342
127061,3,0.49194,547.966,0.067,upper,0.0701,100.317,5.45,0.7879,322.92,1.0822,283.84,384186
127062,3,0.5,547.966,0.0044,upper,0.0002,101.322,3.282,0.7813,323.21,1.0921,281.57,899671
127063,3,0.50806,547.966,-0.0173,upper,0.051,100.591,3.682,0.778,323.0,1.0849,280.29,691571
127064,3,0.51613,547.966,-0.0007,upper,0.0872,100.07,4.344,0.7765,322.85,1.0798,279.7,273931
127065,3,0.52419,547.966,-0.0011,upper,0.088,100.059,4.778,0.7779,322.84,1.0797,280.21,692490
127066,3,0.53226,547.966,0.0009,upper,0.0438,100.695,3.201,0.7762,323.03,1.0859,279.68,525407
127067,3,0.54032,547.966,-0.0014,upper,0.0446,100.683,3.657,0.7792,323.02,1.0858,280.74,426072
127068,3,0.54839,547.966,-0.0017,upper,0.0408,100.738,4.695,0.7754,323.04,1.0864,279.4,309951
127069,3,0.55645,547.966,0.0163,upper,0.0427,100.711,3.645,0.7815,323.03,1.0861,281.56,771871
127070,3,0.56452,547.966,0.035,upper,0.0487,100.624,3.982,0.7771,323.01,1.0853,279.98,336871
127071,3,0.57258,547.966,-0.0139,upper,0.0665,100.368,3.456,0.7805,322.93,1.0827,281.18,52474
127072,3,0.58065,547.966,0.0145,upper,0.0597,100.467,4.541,0.7912,322.96,1.0837,285.05,651825
127073,3,0.58871,547.966,0.0049,upper,0.0483,100.629,3.692,0.7865,323.01,1.0853,283.37,700407
127074,3,0.59677,547.966,-0.0199,upper,0.0951,99.957,4.494,0.7898,322.81,1.0787,284.48,334241
127075,3,0.60484,547.966,0.0064,upper,0.0953,99.954,2.28,0.7707,322.81,1.0787,277.59,444542
127076,3,0.6129,547.966,0.0123,upper,0.0817,100.149,3.892,0.775,322.87,1.0806,279.18,875537
127077,3,0.62097,547.966,-0.0108,upper,0.1477,99.199,2.986,0.7786,322.59,1.0713,280.34,376615
127078,3,0.62903,547.966,0.0229,upper,0.1117,99.717,2.436,0.7751,322.74,1.0764,279.15,270544
127079,3,0.6371,547.966,0.0232,upper,0.14,99.311,3.311,0.78,322.62,1.0724,280.87,676793
127080,3,0.64516,547.966,0.0256,upper,0.239,97.886,2.026,0.7728,322.21,1.0583,278.1,189752
127081,3,0.65323,547.966,0.0226,upper,0.2651,97.51,2.418,0.7832,322.1,1.0546,281.77,371074
127082,3,0.66129,547.966,-0.0198,upper,0.3267,96.625,4.25,0.7816,321.84,1.0459,281.08,585932
127083,3,0.66935,547.966,0.0259,upper,0.4526,94.814,1.395,0.7815,321.31,1.028,280.84,289875
127084,3,0.67742,547.966,-0.0092,upper,0.5646,93.202,2.507,0.7796,320.84,1.012,279.92,842920
127085,3,0.68548,547.966,-0.0168,upper,0.5679,93.154,1.875,0.7844,320.82,1.0115,281.64,604807
127086,3,0.69355,547.966,0.0011,upper,0.6712,91.668,2.412,0.7875,320.39,0.9967,282.56,664248
127087,3,0.70161,547.966,0.0246,upper,0.7535,90.484,2.062,0.7832,320.04,0.9849,280.89,537977
127088,3,0.70968,547.966,-0.0124,upper,0.752,90.506,2.304,0.7759,320.05,0.9852,278.26,787479
127089,3,0.71774,547.966,-0.0148,upper,0.833,89.339,3.187,0.7754,319.71,0.9735,277.92,294677
127090,3,0.72581,547.966,0.0169,upper,0.8294,89.391,2.37,0.7886,319.72,0.974,282.69,407513
127091,3,0.73387,547.966,0.0085,upper,0.862,88.922,2.788,0.7798,319.59,0.9693,279.44,56440
127092,3,0.74194,547.966,-0.0374,upper,0.9326,87.907,1.239,0.7862,319.29,0.9591,281.61,560203
127093,3,0.75,547.966,0.0035,upper,0.8731,88.762,1.974,0.7666,319.54,0.9677,274.7,249446
127094,3,0.75806,547.966,0.0229,upper,0.8509,89.083,0.932,0.7851,319.63,0.9709,281.38,847648
127095,3,0.76613,547.966,-0.0043,upper,0.9738,87.314,2.144,0.7733,319.11,0.9532,276.93,788885
127096,3,0.77419,547.966,0.0132,upper,0.8933,88.473,0.776,0.7793,319.45,0.9648,279.21,24696
127097,3,0.78226,547.966,-0.0257,upper,0.8842,88.604,3.195,0.7844,319.49,0.9661,281.08,267004
127098,3,0.79032,547.966,0.0107,upper,0.938,87.829,-0.215,0.7868,319.27,0.9584,281.83,27121
127099,3,0.79839,547.966,0.0026,upper,0.9261,88.0,1.298,0.7907,319.32,0.9601,283.24,517801
127100,3,0.80645,547.966,-0.0341,upper,0.9459,87.716,1.071,0.7767,319.23,0.9572,278.21,512248
127101,3,0.81452,547.966,-0.0171,upper,0.873,88.764,1.049,0.7829,319.54,0.9677,280.56,842833
127102,3,0.82258,547.966,-0.0029,upper,0.9488,87.673,3.181,0.7818,319.22,0.9568,280.01,719186
127103,3,0.83065,547.966,-0.016,upper,0.9337,87.891,2.57,0.7857,319.28,0.959,281.46,459762
127104,3,0.83871,547.966,-0.003,upper,0.9161,88.144,2.056,0.7736,319.36,0.9615,277.13,179396
127105,3,0.84677,547.966,0.0118,upper,0.926,88.001,2.09,0.762,319.32,0.9601,272.98,140215
127106,3,0.85484,547.966,0.0388,upper,0.9774,87.262,2.344,0.7769,319.1,0.9527,278.22,747921
127107,3,0.8629,547.966,0.0015,upper,0.952,87.628,2.732,0.7817,319.21,0.9563,279.96,373241
127108,3,0.87097,547.966,0.0112,upper,0.8726,88.77,2.185,0.7814,319.54,0.9678,280.01,438616
127109,3,0.87903,547.966,-0.0025,upper,0.9671,87.41,1.194,0.7898,319.14,0.9542,282.85,19570
127110,3,0.8871,547.966,0.0035,upper,0.9234,88.04,2.102,0.7684,319.33,0.9605,275.27,722132
127111,3,0.89516,547.966,-0.0392,upper,0.9431,87.755,0.05,0.7797,319.24,0.9576,279.27,750790
127112,3,0.90323,547.966,0.025,upper,0.9109,88.219,1.717,0.7867,319.38,0.9623,281.84,627047
127113,3,0.91129,547.966,0.0136,upper,0.9368,87.846,0.271,0.7779,319.27,0.9585,278.65,700782
127114,3,0.91935,547.966,-0.0098,upper,0.9647,87.445,1.404,0.77,319.15,0.9545,275.77,361098
127115,3,0.92742,547.966,-0.0531,upper,0.9369,87.844,2.117,0.781,319.27,0.9585,279.76,768269
127116,3,0.93548,547.966,-0.0107,upper,0.9314,87.924,1.122,0.7876,319.29,0.9593,282.13,334945
127117,3,0.94355,547.966,0.0031,upper,0.8929,88.478,1.848,0.7865,319.46,0.9649,281.81,675057
127118,3,0.95161,547.966,0.0013,upper,0.9842,87.164,0.107,0.7822,319.07,0.9517,280.09,548127
127119,3,0.95968,547.966,-0.0134,upper,0.9443,87.738,1.233,0.7802,319.24,0.9575,279.45,614231
127120,3,0.96774,547.966,-0.0327,upper,0.9102,88.229,-0.248,0.767,319.38,0.9624,274.78,318532
127121,3,0.97581,547.966,0.0161,upper,0.9875,87.116,2.648,0.7833,319.06,0.9512,280.47,854424
127122,3,0.98387,547.966,-0.0234,upper,0.9865,87.131,2.812,0.789,319.06,0.9514,282.51,453955
127123,3,0.99194,547.966,-0.0155,upper,0.9953,87.004,0.633,0.7708,319.02,0.9501,276.0,836489
127124,3,1.0,547.966,0.0387,upper,1.0151,86.719,1.362,0.7835,318.94,0.9472,280.51,932083
127125,3,0.0,568.644,-0.0019,upper,-3.0933,145.832,18.188,1.3455,336.23,1.511,494.6,962367
127126,3,0.00806,568.644,0.0045,upper,-2.744,140.805,17.418,1.3056,334.76,1.4653,478.87,303531
127127,3,0.01613,568.644,0.0006,upper,-2.4059,135.942,17.233,1.2771,333.33,1.4207,467.44,993648
127128,3,0.02419,568.644,-0.0149,upper,-2.2034,133.027,15.418,1.2567,332.48,1.3938,459.37,330002
127129,3,0.03226,568.644,0.014,upper,-1.95,129.381,15.757,1.2319,331.42,1.36,449.58,142175
127130,3,0.04032,568.644,-0.0015,upper,-1.719,126.059,16.544,1.1957,330.44,1.329,435.74,14126
127131,3,0.04839,568.644,0.0206,upper,-1.58,124.058,14.424,1.1964,329.86,1.3102,435.59,178869
127132,3,0.05645,568.644,-0.0065,upper,-1.3352,120.536,15.364,1.1505,328.83,1.277,418.21,693489
127133,3,0.06452,568.644,-0.0214,upper,-1.2149,118.805,14.307,1.1259,328.32,1.2606,408.97,545438
127134,3,0.07258,568.644,-0.0067,upper,-1.1133,117.344,15.587,1.1155,327.9,1.2467,404.93,174600
127135,3,0.08065,568.644,-0.0099,upper,-0.9372,114.81,14.906,1.0873,327.16,1.2226,394.25,489849
127136,3,0.08871,568.644,-0.0131,upper,-0.8545,113.62,14.532,1.0792,326.81,1.2112,391.11,789625
