seq,session,level,module,msg_code,iter,elapsed_raw,resid_cont,resid_mom,resid_energy,cells_k,mem_mb,cpu_pct,gpu_util,node_id,rank,thread,queue_depth,retry,flag,checksum,note,free_text
29485,sess-A,DEBUG,alloc,1086,2661,11.599,0.0026396815992760824,7.471499239278064e-05,0.00019615099695967703,951,25038,34.0,39.7,26,131,22,13,1,0,c254cc0f,stall,step 29485 hold
29486,sess-B,DEBUG,solver,2866,491,0.58,0.0014807222422401221,0.0006611911521466684,4.20633819448003e-05,3865,9452,21.1,42.4,38,255,22,23,2,0,d8db582a,,step 29486 hold
29487,sess-B,INFO,turb,5059,2492,8.59,0.0009202746921463623,0.0005581128667896413,6.525467259192784e-05,2992,14661,94.7,56.1,7,212,46,15,1,1,74094fa8,,step 29487 hold
29488,sess-B,DEBUG,post,4895,4665,0.738,0.000968241239590235,0.0008946820512818974,0.00011271981330135571,1664,15157,22.8,81.0,22,21,5,48,0,0,28b271eb,clamp,step 29488 conv
29489,sess-C,DEBUG,alloc,5144,44,61.758,0.001461637790325037,0.001007137324098026,7.396331531638929e-05,965,9778,31.3,88.6,46,70,19,27,1,1,25920786,clamp,step 29489 div
29490,sess-D,INFO,mesh,8259,4364,8.799,5.58820551088767e-05,0.00022984579523307303,0.00011666393127534305,1194,21889,92.9,46.6,15,86,11,35,3,1,f2256d9e,ok,step 29490 div
29491,sess-D,DEBUG,bc,6018,2335,6.57,0.0006814800298514874,0.0012369847499045573,2.004252248267013e-05,2996,11095,54.0,26.7,31,116,18,14,0,1,e607170e,clamp,step 29491 conv
29492,sess-D,ERROR,bc,4259,3635,3.743,0.00014528112541830105,3.0063742868103695e-05,3.7218725477670094e-05,4125,5111,45.2,41.7,39,43,12,7,3,1,1b46f87f,clamp,step 29492 flux
29493,sess-C,INFO,post,7960,4093,24.173,0.00024488110129466885,4.8938415220384786e-05,0.0005773929734073703,1822,17807,54.2,40.4,35,19,0,4,3,1,0e3f1f59,retry,step 29493 div
29494,sess-B,WARN,solver,7517,4415,26.381,0.0015268430168996834,0.0018118650695776047,0.0002297297209284654,3499,6083,13.9,47.0,30,56,47,27,1,0,aaa96225,,step 29494 div
29495,sess-B,WARN,mesh,1230,215,3.529,0.0008880189265334455,0.00016533859039002358,8.278033540745972e-05,2688,10649,61.3,9.3,28,22,20,29,1,1,39662ac9,skip,step 29495 div
29496,sess-C,DEBUG,alloc,7314,4462,8.815,8.714524935107719e-05,0.0009009191500532262,0.00028292454641021015,3973,12593,72.7,71.6,11,143,51,34,0,1,aef21a1f,,step 29496 div
29497,sess-D,DEBUG,chem,3948,1677,2.649,0.001069646102132475,0.00035711553459950076,6.61354861233172e-05,2895,20833,81.4,78.6,16,139,32,0,3,0,3818ba53,skip,step 29497 flux
29498,sess-A,INFO,alloc,7132,1343,8.03,0.00030708200092870516,0.0011765123601255372,2.56095452304348e-05,2527,25372,33.5,85.7,31,238,37,6,3,1,b3d69cca,stall,step 29498 div
29499,sess-B,INFO,post,9776,3818,0.829,0.0007969793632706986,0.00024161360485761327,3.2507002680419904e-05,3274,26878,52.2,1.0,35,12,44,40,1,0,c8c24f75,retry,step 29499 conv
29500,sess-B,DEBUG,turb,8451,1846,1.991,0.001581757718116229,0.0006232656997256469,0.00021370633888743084,1263,15951,28.1,64.1,43,238,55,22,1,1,bfc7b035,retry,step 29500 flux
29501,sess-D,INFO,mesh,7913,4168,7.228,0.0005801649125626405,0.001820022527364838,0.00018199272015920786,2350,2306,69.6,64.8,8,85,53,19,0,1,1230c393,retry,step 29501 flux
29502,sess-A,DEBUG,post,6745,1245,27.903,0.00022531346033859156,0.00010040750764589344,0.00016569135637385052,3859,21311,89.5,88.5,21,203,18,52,0,0,d951dac3,,step 29502 flux
29503,sess-C,INFO,turb,6490,4119,2.609,0.00027028293490941193,0.0007515740302776923,0.00013847213965375256,2125,24863,47.8,51.3,15,144,36,9,1,0,40a3891e,skip,step 29503 hold
29504,sess-A,INFO,chem,7218,3133,18.086,0.0008004673158833825,3.653620339098532e-05,0.00024081974816691424,3899,4310,83.8,41.9,38,210,39,61,0,1,be0bafc7,stall,step 29504 div
29505,sess-C,DEBUG,solver,7954,3757,1.347,0.0017273760673844043,0.0007663163966349633,5.5603057953713e-05,2995,2608,54.3,17.6,27,124,0,36,0,1,42a79dba,ok,step 29505 hold
29506,sess-A,DEBUG,io,2883,3422,2.919,0.0009432712200262682,0.002483580251159296,3.3733812975646533e-06,3318,21842,76.1,66.5,16,55,43,53,0,0,6b925607,stall,step 29506 conv
29507,sess-B,DEBUG,bc,5659,2488,2.496,8.181435893640425e-05,0.0042502003577385185,4.973873231413684e-05,3285,1916,87.0,14.5,34,180,15,0,3,1,daf69569,stall,step 29507 flux
29508,sess-C,INFO,alloc,9089,824,38.286,0.0006940219503160138,0.0004967211986631241,1.2464339009479178e-05,3916,26177,47.9,52.7,24,36,37,43,3,1,bf1fb328,ok,step 29508 conv
29509,sess-B,DEBUG,io,3792,3592,16.821,0.0010668451195840055,0.0006919165161291005,0.00017250059650737842,3484,10629,52.1,92.9,5,179,50,57,3,1,a7969b59,stall,step 29509 conv
29510,sess-C,TRACE,turb,6281,3173,36.467,0.0003928788243428266,0.0009429198215894404,2.9278445287654104e-05,1159,23651,60.1,51.8,37,180,32,31,3,1,2ef23b51,,step 29510 hold
29511,sess-A,TRACE,solver,8666,211,17.343,0.0014622938629123767,0.00022247426451397028,1.1151324806037457e-05,1865,19903,65.4,75.4,26,155,62,0,1,0,ce5d69d9,stall,step 29511 conv
29512,sess-C,TRACE,alloc,9691,2706,4.917,0.00041387814736213406,0.0005737580278122632,4.926198176195091e-05,4163,19010,31.6,58.2,32,174,34,58,0,1,e52f86a9,,step 29512 hold
29513,sess-C,WARN,bc,4602,938,2.344,0.00029723340007754633,0.0004993947146347567,4.4403175578078235e-05,1335,23721,49.7,46.4,34,17,30,3,1,0,3ec1ef88,skip,step 29513 hold
29514,sess-B,WARN,bc,6939,1784,17.042,0.0013483310455115,1.628841268734405e-06,0.0003896174449718702,1935,29201,88.6,17.2,23,190,49,51,0,0,67826d46,retry,step 29514 flux
29515,sess-C,INFO,post,3939,4806,16.16,0.0005502860240325782,0.0005347692731304892,6.126351844034343e-05,1289,5759,59.6,85.9,19,123,7,2,2,0,7aa771f6,skip,step 29515 flux
29516,sess-C,INFO,post,9187,3298,5.061,4.6538781475958876e-05,6.776093333066745e-05,2.0114792699359828e-05,4021,29002,87.7,20.2,24,35,34,8,1,1,b55f4346,retry,step 29516 flux
29517,sess-A,WARN,io,8303,1521,2.938,1.7202460540067554e-05,0.00013721532050060226,5.569681346191812e-06,3212,8902,60.7,31.6,34,67,13,10,3,0,c5c5246e,clamp,step 29517 conv
29518,sess-A,DEBUG,bc,8040,4932,7.052,0.0005815065574929427,0.0003852145824819718,3.5662091280068084e-05,2525,4549,77.4,62.9,19,16,63,54,2,0,016a1519,clamp,step 29518 div
29519,sess-B,INFO,chem,6586,3343,1.331,5.5158888545051524e-05,0.0012754654157073222,9.26836087544479e-06,2560,20050,16.4,36.7,28,225,44,62,3,1,27769598,skip,step 29519 hold
29520,sess-D,INFO,io,6899,4968,3.58,0.00020718448535705325,0.001025601646070821,0.0002737123956509056,2169,29971,43.8,66.5,38,44,34,53,1,0,79271353,stall,step 29520 conv
29521,sess-D,TRACE,chem,6261,834,4.76,0.001392789718111198,0.0031363898846561615,6.234189714067617e-05,3067,13150,74.3,4.3,30,83,2,24,2,1,0fb15ac9,,step 29521 conv
29522,sess-A,ERROR,bc,4619,123,11.264,0.0006838726231338723,0.0008215622940074991,6.182152573245756e-05,3528,31353,91.2,28.3,40,137,40,28,2,1,b6139e03,stall,step 29522 conv
29523,sess-A,WARN,mesh,9318,3012,13.338,6.517097861212032e-05,0.0005253098912958571,2.1134802323505374e-05,2870,31953,74.7,0.1,19,97,42,3,3,0,ffae57a2,skip,step 29523 hold
29524,sess-D,INFO,io,3947,1098,2.527,0.0024207275453596144,0.0023957465232663064,1.6346049475746046e-05,1370,24666,57.0,60.4,32,1,0,26,0,1,2b7e5b36,,step 29524 conv
29525,sess-C,WARN,post,8571,1351,1.636,0.0014957741924506666,0.000521497207996383,0.00010390445789373636,1914,31310,32.3,44.0,39,251,20,27,3,1,65be554c,skip,step 29525 conv
29526,sess-A,WARN,mesh,5246,2819,25.14,0.002451048970979966,0.0014869497064543258,2.2069182912991518e-05,3593,7294,80.7,40.8,23,64,38,63,3,0,7df7df99,clamp,step 29526 conv
29527,sess-C,DEBUG,turb,2139,729,6.558,0.0014176122075055403,0.0001037816740162461,0.00011322472952965901,999,18835,83.1,28.8,44,36,6,45,2,0,0fdc702d,,step 29527 flux
29528,sess-D,DEBUG,solver,3318,1144,22.015,0.0009161576846515824,0.00019449507348517393,2.706084302226713e-05,1124,19858,39.4,70.2,46,102,48,42,1,1,465cd10f,skip,step 29528 flux
29529,sess-C,INFO,bc,2308,1778,9.485,0.00029796605774167335,0.00021655385103908255,2.8649092208424693e-05,1844,27782,23.9,98.9,47,255,10,35,3,0,91549b9c,skip,step 29529 hold
29530,sess-D,INFO,turb,6326,673,13.505,0.00017494846743249993,0.0002596142098758354,0.00016241558789426973,3212,8171,57.4,46.8,9,195,20,31,3,0,33fe66bb,skip,step 29530 div
29531,sess-C,INFO,turb,5326,2042,7.86,0.0014643867400817808,0.002236870890059516,9.191367707714337e-05,1412,25814,65.6,73.5,3,213,9,46,2,1,f7db99a1,stall,step 29531 div
29532,sess-A,INFO,mesh,9905,3161,4.063,9.165899773905234e-06,0.0015391095305015805,0.0001188065633761985,3136,18444,58.6,30.4,47,212,30,42,2,1,f48e29b7,clamp,step 29532 div
29533,sess-B,INFO,solver,7596,2444,1.361,0.00012912211220595166,6.29877051808224e-05,9.540421449291629e-06,849,1316,49.2,99.0,24,32,37,50,3,1,95415efb,,step 29533 hold
29534,sess-B,INFO,mesh,8020,3534,9.484,0.0023757112777380435,0.00032009001161554087,0.00030268363082348323,2568,16753,20.0,81.7,41,74,53,18,2,1,fb95c17f,skip,step 29534 div
29535,sess-B,INFO,mesh,5219,2521,11.76,0.0006127322281756048,0.0010693854494854408,5.876102534831112e-05,1905,32005,92.5,11.3,39,177,15,11,0,0,83f47ac1,retry,step 29535 flux
29536,sess-A,INFO,mesh,7444,2771,3.372,0.000930347927917842,0.00014428386622541089,5.844897415375317e-05,3471,28404,74.3,78.6,34,135,9,13,0,0,dc71ae85,ok,step 29536 hold
29537,sess-A,INFO,mesh,7664,1886,21.109,0.004087050161792902,0.0005446694855221889,2.742584964515458e-05,3696,6854,67.3,78.0,39,117,20,63,1,0,344a6bcb,ok,step 29537 div
29538,sess-C,DEBUG,mesh,1618,4489,25.219,0.0015802790523668307,0.0011895701114891723,3.2418265310275574e-05,1203,18563,41.8,46.3,37,205,14,62,3,0,6dbbf555,,step 29538 hold
29539,sess-B,TRACE,turb,4114,3307,3.584,0.0001247891101503672,0.000733973689013337,6.656269587443044e-05,2398,26911,87.4,76.8,36,207,38,18,2,0,b61e33cc,stall,step 29539 conv
29540,sess-B,INFO,chem,3650,2206,1.03,0.0013410135840504266,0.0024353364997081943,0.000245203131234376,3534,8454,48.5,21.9,33,137,59,21,0,1,3b811635,stall,step 29540 div
29541,sess-B,INFO,chem,5503,2819,12.182,0.0011542986214432532,0.0015513704563980299,8.397837069959961e-05,1171,11571,40.0,63.4,38,79,54,9,2,0,088eeae0,retry,step 29541 div
29542,sess-B,DEBUG,post,5256,324,4.355,0.000784758428816849,0.000330065506086148,0.0002146424126487482,3800,25280,27.2,68.0,42,63,26,49,3,0,43b9acab,stall,step 29542 hold
29543,sess-B,DEBUG,solver,5424,4078,3.875,0.00036990897766369193,0.0005540638730073846,6.526050302968566e-05,2970,19705,86.2,30.4,42,178,27,26,0,1,71df1ab6,,step 29543 flux
29544,sess-D,INFO,solver,8547,3656,31.652,1.6430571921773605e-05,0.00040420634938142597,0.00019531889294525397,1613,22236,68.7,48.4,26,25,20,1,0,1,0ec16609,stall,step 29544 flux
29545,sess-B,TRACE,turb,7562,4355,10.263,0.0021442114239669735,0.0005795150605581868,2.2267221434783404e-05,1984,22630,74.0,71.1,18,219,57,24,2,0,dc2817a6,retry,step 29545 conv
29546,sess-A,DEBUG,mesh,6988,2101,1.951,0.0014008086217717744,0.0010754126710624669,1.543314133375769e-05,1256,20226,17.5,99.6,30,188,44,38,2,1,41a5713c,ok,step 29546 conv
29547,sess-B,ERROR,mesh,4472,4539,50.347,0.0017384246528398943,0.0024179782146071627,2.9344695504952485e-05,980,31014,37.4,61.0,10,2,27,36,3,0,f7428907,,step 29547 div
29548,sess-A,TRACE,mesh,5331,216,26.205,0.0009895464618617155,0.002868888668802017,4.500026240741917e-05,3852,10619,74.0,46.9,31,131,61,1,1,1,0eb86001,skip,step 29548 hold
29549,sess-C,WARN,alloc,1444,4115,1.432,0.001736867646436378,0.00048549933454311746,0.00031583750539312754,3894,29555,56.8,15.1,39,167,39,62,1,1,2279d663,clamp,step 29549 flux
29550,sess-B,INFO,mesh,8257,4424,3.452,4.853733206717073e-05,0.0003946867882011376,8.320533315991638e-05,1499,5489,66.6,65.7,44,203,38,56,1,0,2a1500bd,,step 29550 hold
29551,sess-A,INFO,post,2937,1873,1.441,0.0019473761361697918,2.760822513968117e-05,5.30708992735507e-05,1229,14696,98.5,30.1,40,254,60,34,3,1,fb59d0d8,ok,step 29551 flux
29552,sess-B,DEBUG,post,7393,3896,35.777,0.00039226278101408185,0.0002124907931299301,1.2013339491724138e-05,1195,22499,94.0,39.9,29,194,18,3,3,0,d5be71eb,clamp,step 29552 hold
29553,sess-C,TRACE,chem,8420,223,14.345,0.0004946202423516971,0.0016880238672174175,0.00016803534806328073,2746,25302,89.3,24.2,35,232,46,34,1,1,6a35fe2b,ok,step 29553 flux
29554,sess-A,INFO,mesh,6406,4455,9.608,0.000810736186240424,0.000292990371985968,0.0003327689752664803,1540,14759,61.6,54.7,22,22,52,52,3,1,0567f5f0,clamp,step 29554 flux
29555,sess-D,TRACE,turb,7346,1778,3.434,0.0005000271502259883,0.00047753253392757096,6.429219075618784e-05,3109,5851,42.3,91.5,11,29,33,51,2,1,5a28d16e,stall,step 29555 conv
29556,sess-D,INFO,post,6926,2429,5.283,0.0010069688203244137,0.0032871591944925098,3.686691598353093e-05,1156,8756,39.2,7.9,33,115,3,62,3,1,220cd966,,step 29556 hold
29557,sess-B,DEBUG,chem,3543,804,22.349,0.00036732445500462386,1.7031795940427681e-06,2.4331367058857093e-05,2622,17147,84.1,37.3,35,48,35,34,1,1,12eedf7a,skip,step 29557 div
29558,sess-C,DEBUG,turb,8784,3629,5.168,1.247974747128489e-06,0.0001780143486054474,0.00013312210184549428,4005,11843,46.7,44.3,14,217,44,41,2,0,32b1ceb8,skip,step 29558 flux
29559,sess-D,DEBUG,post,5909,4865,13.151,0.002371038982265912,0.001664470065187444,3.002626148114659e-05,2885,4652,12.8,20.9,43,61,51,15,0,0,135da802,,step 29559 hold
29560,sess-C,INFO,io,9959,2828,11.654,0.0007483773637113082,0.00016379067528316747,6.299476226977608e-05,979,27783,62.4,96.6,18,135,13,3,1,0,38c331df,skip,step 29560 conv
29561,sess-A,TRACE,mesh,7346,2697,7.569,0.0015231637881043998,0.0011618037865091951,7.867562201667088e-06,1451,12372,27.3,89.2,26,127,42,62,2,1,35c51404,stall,step 29561 div
29562,sess-C,WARN,post,1970,3060,16.986,0.00012714154343816824,0.000367477161351959,4.323761634749902e-05,3694,8768,77.4,70.2,44,68,42,43,0,0,325af044,stall,step 29562 hold
29563,sess-C,INFO,chem,3031,2967,28.653,0.00012511078003620566,0.00408126365523959,4.577297354318991e-05,3517,18464,27.4,52.8,27,143,22,47,3,1,3efc53ec,ok,step 29563 conv
29564,sess-A,ERROR,io,1568,1395,8.906,0.00010659249996272405,0.0005362309036537826,8.186535819348799e-05,2436,22739,86.2,24.7,9,82,29,60,2,0,3e2064d2,clamp,step 29564 hold
29565,sess-B,WARN,bc,3598,3610,8.675,0.0016646198772776305,2.7742507385603445e-05,1.4379556485161138e-05,1556,30040,79.9,74.6,32,100,59,3,2,0,244f76f0,stall,step 29565 flux
29566,sess-D,TRACE,post,1340,1083,19.077,0.0002644792244644603,0.00024985932443245395,4.281565262240106e-05,2528,7668,45.9,76.9,26,9,50,54,2,0,fd23f652,skip,step 29566 hold
29567,sess-A,DEBUG,bc,8594,3415,7.896,0.0006447980332204164,0.000101428440267055,0.000207571078696457,3545,7891,38.8,81.4,34,9,26,41,2,0,2cddd8f0,stall,step 29567 flux
29568,sess-D,INFO,solver,8134,3016,2.375,0.0008363602060103715,0.00022340702297177984,1.728321481526294e-05,3015,18341,25.1,7.2,21,68,17,31,2,0,5a4de4e2,,step 29568 div
29569,sess-D,INFO,turb,5354,3312,10.881,0.0004755721143798663,8.983622351536832e-05,6.949419095509077e-06,2648,16856,31.5,39.7,1,42,46,42,3,1,d0fd3a64,ok,step 29569 hold
29570,sess-D,ERROR,mesh,2423,2671,5.017,0.001306704714348052,0.0001460003509821004,4.334836424711347e-05,3782,7202,94.1,12.6,7,190,47,8,2,0,69e7bce8,clamp,step 29570 flux
29571,sess-D,INFO,post,5083,1172,14.466,4.681205756010324e-05,5.950084948050751e-06,0.00016391195116076732,1409,1766,99.0,42.7,6,4,19,51,1,1,50d23374,,step 29571 hold
29572,sess-B,WARN,alloc,2972,2692,14.25,0.0008434971540714028,4.5604006290618504e-05,4.632218749169997e-05,2759,13495,84.3,17.6,2,164,16,25,0,0,b59209f2,,step 29572 div
29573,sess-B,ERROR,alloc,7313,390,1.243,0.0002563411022636361,0.0002567721344454081,0.00014409287290960182,2095,30629,59.8,12.4,11,185,37,22,3,1,816a9490,retry,step 29573 div
29574,sess-B,DEBUG,bc,8425,2076,8.533,3.461410932779284e-05,0.001993537701787058,9.672205697038445e-05,2165,2459,63.5,18.4,14,17,49,16,1,0,b4df7f2e,ok,step 29574 div
29575,sess-B,WARN,io,1233,2329,1.939,0.0019550115581138967,0.00025449285278100005,0.00019935968122801546,2578,867,14.0,44.5,26,241,14,33,1,0,aecd7788,ok,step 29575 flux
29576,sess-A,WARN,alloc,3390,2495,5.449,0.000807622078312474,0.00045149471702666264,6.577203544512021e-05,2786,10760,92.6,77.6,38,119,59,5,0,1,afbe0458,retry,step 29576 flux
29577,sess-B,INFO,alloc,5531,4362,2.151,0.0013081537751853235,0.0005126016691993957,2.3754869731902606e-06,3188,27322,96.4,20.5,10,81,27,20,3,0,4cdc3a60,stall,step 29577 flux
29578,sess-A,INFO,turb,3722,3545,3.426,0.0027057369628433092,0.00026759999184144696,0.00011776250748954354,3289,26258,56.7,30.1,18,38,22,22,2,0,f3a28ef8,skip,step 29578 div
29579,sess-A,WARN,turb,3373,4650,2.813,0.0005067811353434499,2.8822187324962328e-05,4.790151065647561e-05,3264,26074,92.0,83.4,40,37,59,34,0,1,4cd7b865,stall,step 29579 conv
29580,sess-D,INFO,chem,9369,3089,3.64,0.003870344416634616,0.002021352236820608,1.5011528298188498e-05,3583,1659,65.2,23.3,22,84,21,41,0,1,49289717,,step 29580 div
29581,sess-C,ERROR,solver,8794,2239,4.69,0.00021885497317325825,0.0017409913634769594,2.4303309885935056e-05,1305,11452,74.8,85.6,35,0,35,11,3,1,6e351fca,,step 29581 conv
29582,sess-B,WARN,post,9000,4080,3.608,0.0008926623870298775,0.0004142300413099328,0.00028765099575561915,3463,4201,24.3,40.4,42,117,47,26,3,1,f27e70d7,,step 29582 conv
29583,sess-A,WARN,post,1933,1859,5.356,0.001391955113056405,0.00010931030859483155,0.0001617640542583283,2020,24587,19.0,81.9,24,36,46,40,2,1,5bbc2cd2,ok,step 29583 div
29584,sess-A,WARN,io,7136,2835,23.203,0.0003093197687963275,0.0014241938698818727,7.750565765692774e-06,967,13366,24.5,20.8,7,14,50,49,3,1,b2aa1773,clamp,step 29584 div
29585,sess-B,WARN,chem,9737,2636,0.013,0.0010849495872115582,9.369284749302018e-06,4.049678287135977e-05,3242,4338,64.1,96.2,44,199,21,34,2,1,174dfbb3,clamp,step 29585 conv
29586,sess-A,INFO,post,4557,3234,28.02,0.0018812745188527917,0.00020089060933225965,9.751370400953703e-05,3653,25025,32.9,45.5,27,61,30,61,2,0,fb0fdbe5,,step 29586 hold
29587,sess-D,INFO,chem,9353,2539,0.807,0.00023955790023191866,0.0011047715487644224,0.00014069574244621416,3608,15932,26.8,31.3,36,1,29,12,3,0,f3813f67,stall,step 29587 div
29588,sess-A,WARN,post,3842,4909,7.028,0.0018285997264292637,0.0005070073316732018,0.00020287393461264794,1476,7954,34.7,97.4,13,70,37,23,2,1,0c626145,clamp,step 29588 hold
29589,sess-D,DEBUG,mesh,4389,3095,8.132,0.00033199361972233106,0.0005344546521274051,6.34836074354085e-05,1331,16519,73.8,43.1,24,83,35,17,3,0,171ca19a,,step 29589 hold
29590,sess-D,TRACE,mesh,3138,4973,20.86,0.00021440027569780975,0.0014585436551194195,1.5696920263261293e-05,1008,32039,55.0,88.9,11,172,13,30,3,1,0fd7a2ae,retry,step 29590 conv
29591,sess-D,INFO,bc,1100,296,2.094,0.0013961033200014484,0.0016680984675147732,3.815972473334149e-05,4040,11428,69.6,24.2,11,44,2,49,1,0,e6299267,,step 29591 flux
29592,sess-A,DEBUG,solver,5700,2131,6.452,0.0007648918592089156,0.000963170214940903,7.99945212700617e-05,4134,32040,13.8,65.8,2,212,63,2,3,1,c42819aa,stall,step 29592 conv
29593,sess-B,INFO,mesh,2524,3123,1.196,0.0016466931893169834,5.202590484528801e-05,0.00010568749683317607,3045,17093,45.8,84.6,12,32,49,45,3,1,9bc27309,,step 29593 conv
29594,sess-C,DEBUG,turb,4721,1608,0.568,0.0020452244127456922,0.00023896024720738111,3.4964755391936413e-05,3584,30257,91.8,97.2,7,16,42,34,3,1,18533350,skip,step 29594 div
29595,sess-A,INFO,alloc,1388,2271,13.28,0.0018497042429710916,0.0011139306552320166,0.00022695692357802282,2535,19971,59.4,65.5,16,115,39,56,3,0,5cb44a9b,retry,step 29595 div
29596,sess-C,INFO,turb,9839,21,10.111,0.000555203964842606,0.0009512800862937549,3.388981039436252e-05,1056,8938,57.0,49.3,34,16,2,35,2,0,4559413e,skip,step 29596 hold
29597,sess-A,WARN,chem,1325,2420,14.111,0.0003909680044735539,4.8612028838968595e-05,6.215962575486586e-05,4006,28374,30.2,73.9,24,32,49,53,3,0,79491d58,,step 29597 flux
29598,sess-D,INFO,chem,1732,2079,15.622,0.0007380633329598185,5.5731116159514406e-05,0.0005810111184381449,1835,24210,63.9,70.1,38,25,3,7,1,1,37cf096b,stall,step 29598 flux
29599,sess-B,INFO,alloc,9283,2543,7.472,0.0013437121970123814,0.0002583745383558492,8.55491228010149e-05,4147,9775,12.1,87.9,34,175,10,38,1,0,f6b9ae0d,clamp,step 29599 flux
29600,sess-B,INFO,alloc,8838,627,21.034,0.002889989172482712,0.0005141382798330794,3.557201661516948e-05,1273,2616,21.4,14.0,1,77,27,37,1,0,c0f0c24d,retry,step 29600 flux
29601,sess-B,DEBUG,io,1554,829,13.948,0.0002991034265726945,0.002840499058189997,0.00043754083594486643,2048,23391,82.9,33.0,31,39,59,54,2,1,2af92b68,,step 29601 conv
29602,sess-C,INFO,alloc,2268,2194,23.283,0.00040884490289584154,0.00014440441512176636,3.7451450829776317e-06,2985,11016,89.5,89.3,16,80,44,6,3,0,df69eecc,clamp,step 29602 conv
29603,sess-D,INFO,chem,4696,3673,34.824,0.0008471761450566765,0.00022511544172200865,0.00012568073583377545,2336,10184,47.8,51.4,26,22,30,52,0,0,472ac09b,,step 29603 conv
29604,sess-B,INFO,bc,2619,4971,2.423,0.0018767937620678477,0.00039619135796403374,2.357487642344935e-05,3175,2983,36.6,34.9,11,249,19,29,3,1,d302a521,,step 29604 hold
29605,sess-A,DEBUG,mesh,1939,1771,3.173,8.595358532233672e-06,0.0007533953436319806,2.4865426760008113e-05,3165,28051,76.9,11.1,39,27,0,54,2,1,30188591,clamp,step 29605 conv
29606,sess-B,INFO,io,5912,888,0.235,0.00296099679761971,4.971882671241179e-05,0.00014828611911730247,3798,21239,57.2,35.6,43,59,54,59,3,0,cadf3d77,ok,step 29606 conv
29607,sess-C,DEBUG,solver,5464,3209,0.116,0.0016849951636482643,0.0007170268123086147,0.00010404413050420028,3155,24686,66.3,78.3,46,132,0,46,1,1,3014e125,stall,step 29607 conv
29608,sess-B,INFO,mesh,8946,2501,4.07,0.0023482727141538283,0.0005099803237699398,0.0002461559489088267,2393,10352,95.3,9.3,7,109,10,61,3,1,f7968a9f,,step 29608 div
29609,sess-B,INFO,mesh,7811,4412,2.281,0.00023646905022249432,0.0018446260722245452,0.00010563483078299313,3903,14140,79.2,43.4,4,111,59,12,1,1,8fd07b9b,ok,step 29609 div
29610,sess-B,INFO,io,9798,4435,11.669,0.0005669858186221313,0.0007248836051234547,7.014580688944489e-06,1436,11071,62.7,21.3,39,212,30,4,3,0,d02ebd8e,stall,step 29610 hold
29611,sess-A,ERROR,alloc,2159,3969,9.778,0.0004006189340084822,0.0009096844170931453,2.404015795287944e-05,2744,10074,81.8,94.0,23,167,33,31,3,0,3049b14b,retry,step 29611 flux
29612,sess-C,INFO,chem,6590,3766,42.259,0.0005230971509614633,0.0011404446129316692,6.654648649806268e-05,2207,2319,44.3,7.2,25,194,38,45,2,0,3d789c4e,,step 29612 hold
29613,sess-A,DEBUG,post,2857,1118,36.464,0.001992127208811591,0.000815165843798515,4.655423782824256e-05,2224,13703,43.0,31.3,46,166,7,21,3,0,b008ec60,retry,step 29613 conv
29614,sess-C,INFO,post,8358,228,5.982,0.0001103846988338607,0.0014895562533778345,3.9553632936223946e-05,2949,28096,35.0,90.2,21,23,25,21,3,1,0c98f27e,retry,step 29614 flux
29615,sess-B,INFO,bc,5873,586,1.925,0.0005004830552225437,0.0003385594546311676,3.3986050565095876e-05,3424,29809,88.6,96.8,11,209,59,44,1,0,79cbbae8,stall,step 29615 conv
29616,sess-B,WARN,bc,3851,4142,16.612,0.0013387587402118068,5.062243111123464e-05,1.8907279769698856e-05,1283,25264,96.0,48.6,43,22,53,38,0,0,637b7daf,stall,step 29616 div
29617,sess-D,WARN,turb,1031,974,40.543,6.437525803575108e-05,0.00011524829477333505,4.7109230046912284e-05,2820,15270,36.5,21.8,38,71,24,12,0,0,ece18052,ok,step 29617 flux
29618,sess-C,WARN,io,8390,384,11.905,0.0003278495596452652,0.00017606793269320806,0.00015592528954641688,915,23208,36.8,93.2,20,126,14,36,3,1,5707b3a7,stall,step 29618 conv
29619,sess-A,INFO,alloc,5870,1529,4.081,0.0033813797251881646,0.002973699367450024,0.00021921892737310715,2126,31843,47.3,96.1,7,189,33,43,0,0,ff27d1fa,retry,step 29619 div
29620,sess-C,INFO,bc,6006,1698,9.91,0.002474704719009295,0.0019692454564516964,7.26526897903905e-05,3707,28753,55.3,58.4,34,170,23,18,3,0,af9762d5,stall,step 29620 hold
29621,sess-B,WARN,mesh,6943,3038,5.327,0.000653503305541579,0.0015871220734208675,0.000205347336441032,1740,26141,65.1,63.6,3,59,11,10,1,0,31b22b5d,,step 29621 conv
29622,sess-C,DEBUG,mesh,3327,3918,1.547,0.0010088334058016245,0.0035435233249380992,5.243680163706368e-05,985,1230,58.1,52.1,7,203,9,0,3,1,257a3d24,,step 29622 flux
29623,sess-D,DEBUG,post,2397,4246,28.082,0.00023268444408545096,0.0025911205282034117,9.13106845955873e-05,2431,15775,77.6,81.9,4,11,35,13,0,0,fa74db70,stall,step 29623 div
29624,sess-D,DEBUG,bc,2054,1753,10.36,0.0003903875249344886,0.00023799967393133443,9.317378526334767e-05,935,25197,24.3,89.3,15,215,34,15,0,1,21b3b6d2,stall,step 29624 div
