time,pitot_p1,pitot_p2,pitot_p3,pitot_p4,static_p,temp_t1,vib_acc_x,vib_acc_y,vib_acc_z
2.4205,110.601,114.104,119.145,108.602,98.8409,300.239,-2.43622,1.21215,-0.2743
2.421,110.394,113.584,118.239,106.597,98.8966,300.241,-2.45785,-0.710583,0.239173
2.4215,111.204,113.233,117.269,107.505,99.048,300.281,-1.38441,-1.05737,-0.25463
2.422,111.476,113.352,116.709,nan,99.1299,300.227,-0.0401622,-0.134113,0.907907
2.4225,112.717,114.357,116.692,nan,99.312,300.173,-2.23027,0.743707,0.455581
2.423,113.26,115.361,115.547,106.108,99.193,300.174,-3.30048,-1.36081,1.30643
2.4235,115.488,115.947,114.63,106.349,99.1493,300.285,-0.704242,-1.35371,1.56753
2.424,116.511,116.806,115.918,106.034,99.4369,300.258,0.0953991,-2.32835,0.412102
2.4245,118.433,118.147,115.344,105.64,99.2984,300.103,1.38978,-4.17829,0.162191
2.425,118.8,118.817,116.133,nan,99.4125,300.244,1.85542,-2.21525,0.759906
2.4255,119.542,119.211,115.592,nan,99.3732,300.171,1.50665,-2.77154,0.502624
2.426,120.354,120.257,115.111,103.812,99.5255,300.302,2.30279,0.0103187,1.50783
2.4265,120.258,119.654,115.652,nan,99.4023,300.264,1.9568,-1.17694,0.562564
2.4265,119.796,118.154,114.993,104.6,99.5096,300.219,1.6726,0.51707,0.794159
2.4275,119.688,118.115,115.08,106.595,99.2881,300.134,2.61398,0.61826,1.27718
2.428,118.863,116.567,114.189,107.411,99.4911,300.18,3.45631,1.09669,0.954735
2.4285,117.693,115.072,112.795,108.042,99.369,300.235,1.18468,0.309101,0.261324
2.429,116.865,113.933,112.333,nan,99.4144,300.203,0.619676,0.607166,-0.66641
2.4295,115.77,114.112,109.734,nan,99.3017,300.159,-0.790206,0.455481,-0.995376
2.43,115.57,112.096,108.233,110.857,99.2345,300.171,-2.24541,1.51828,-0.449117
2.4305,114.501,111.128,107.561,111.191,99.455,300.261,-1.47388,3.04256,-1.06494
2.431,115.569,111.013,106.75,nan,99.4285,300.314,-1.95753,0.304755,-0.583316
2.4315,114.859,111.201,105.754,nan,99.2931,300.285,-1.28713,1.70524,0.165143
2.432,115.363,110.955,104.983,112.268,99.2823,300.293,-1.42665,0.206334,-0.470292
2.4325,114.615,110.894,105.638,nan,99.3117,300.26,-0.856932,-0.324217,-0.597775
2.4325,115.348,110.663,104.615,112.508,99.2847,300.268,-2.44966,-0.105533,-1.69406
2.4335,115.058,110.715,105.416,112.735,99.2179,300.162,-2.51489,0.533217,-2.23864
2.434,115.187,110.194,106.411,nan,99.2569,300.283,-1.09629,0.640018,-0.528127
2.4345,114.505,110.275,106.404,112.734,99.3188,300.209,-0.940129,-0.197763,1.06887
2.435,112.512,109.761,107.727,112.485,99.1501,300.334,2.18185,-0.96218,0.973557
2.4355,112.487,108.836,107.98,nan,99.073,300.251,-0.325611,-2.50428,0.544826
2.436,109.995,107.594,108.317,nan,99.1644,300.328,1.98623,-2.30832,1.6233
2.4365,109.73,107.075,108.462,114.153,99.0709,300.365,1.22031,-2.1072,0.757261
2.437,107.735,105.719,108.495,113.331,99.1082,300.299,0.512832,-1.73903,0.503499
2.4375,106.015,104.981,108.068,nan,99.2185,300.295,3.01496,-0.858066,-0.313447
2.438,105.85,103.793,107.721,114.148,98.9532,300.413,2.1178,-0.477854,0.102208
2.4385,104.953,103.884,106.643,114.884,99.1613,300.347,0.965511,-1.05964,1.35051
2.439,104.285,104.036,107.208,116.006,99.2399,300.364,2.10162,-0.290032,0.897711
2.4395,104.527,105.179,107.072,114.932,99.092,300.34,0.922255,0.941635,2.19644
2.44,105.494,105.538,107.594,113.968,98.9771,300.392,-0.788159,0.508823,-0.0909255
2.4405,105.401,106.568,107.563,nan,99.0252,300.32,0.612393,0.448411,1.02082
2.441,106.422,107.689,109.186,113.12,99.1914,300.368,-1.75754,1.97208,0.832125
2.4415,108.379,109.526,110.761,111.877,99.066,300.456,-3.26088,3.21869,0.11382
2.442,107.99,109.724,112.869,111.751,99.0819,300.446,-1.01643,0.641807,-0.797005
2.4425,109.006,110.466,113.299,nan,99.2277,300.451,-1.85387,2.72633,-0.58846
2.443,109.354,111.454,114.468,109.22,99.3738,300.479,-3.57587,2.36705,-0.754125
2.4435,109.661,111.676,116.431,108.846,99.1504,300.531,-1.80693,0.306575,0.0236479
2.444,109.533,112.386,118.092,108.614,99.3139,300.521,-3.20938,-0.965089,-1.01218
2.4445,107.895,112.283,118.317,106.656,99.2245,300.565,-2.66219,1.84234,-0.331028
2.445,108.538,111.882,118.166,108.246,99.3408,300.547,-1.37951,2.41271,-1.01184
2.445,109.121,111.672,118.428,nan,99.1707,300.509,1.42493,1.23114,-0.756474
2.446,108.361,111.849,117.694,nan,99.4033,300.517,2.92421,-0.278022,-2.00675
2.4465,109.807,112.687,117.668,108.045,99.2571,300.58,1.00084,-0.353918,-1.00407
2.447,109.801,112.871,116.927,107.406,99.2913,300.569,1.6856,-0.672179,-2.24178
2.4475,110.152,113.756,117.389,107.213,99.3175,300.587,1.72287,-1.38989,-1.00823
2.448,112.147,113.555,115.828,108.475,99.4142,300.598,1.65761,-2.0889,-1.72746
2.4485,114.158,115.186,116.18,107.06,99.3215,300.583,2.59768,-0.827726,-0.524561
2.449,114.562,116.743,116.143,nan,99.2431,300.629,2.04436,-0.691649,-0.790153
2.4495,116.541,118.148,116.113,106.336,99.4358,300.601,1.43587,-1.68608,0.495255
2.45,117.226,119.051,116.583,106.189,99.4063,300.619,0.703573,-0.300031,1.46423
2.4505,118.373,119.448,117.871,nan,99.3106,300.584,0.677687,0.161679,0.175053
2.451,119.346,118.973,116.739,nan,99.2295,300.716,-0.575482,-0.00171067,-0.389434
2.4515,119.818,119.611,117.661,nan,99.2615,300.712,-0.503113,0.776756,2.24712
2.452,119.693,118.796,118.009,104.826,99.1435,300.781,-1.84998,0.718423,0.388299
2.4525,119.271,117.507,116.993,105.515,99.1675,300.701,-1.14487,0.918379,1.23809
2.453,119.619,117.052,116.337,nan,99.102,300.767,-1.54278,0.931186,0.941098
2.4535,117.456,116.197,115.263,104.783,99.0578,300.854,-4.21301,2.65616,0.685847
2.454,116.444,115.398,115.601,106.866,99.177,300.734,-2.69499,2.66696,1.30449
2.4545,116.889,114.709,113.684,107.323,99.0768,300.81,-1.87016,1.59513,0.517665
2.455,116.335,113.743,111.734,107.933,98.8842,300.768,-2.54119,2.16503,0.73668
2.4555,115.47,113.171,110.317,nan,98.9315,300.894,-0.636437,-0.349123,-0.287353
2.456,116.843,112.698,109.079,nan,98.8431,300.913,1.37815,1.61103,-0.23408
2.4565,116.026,112.818,108.235,nan,98.5999,300.848,0.137154,1.13482,-1.01268
2.457,116.027,112.433,106.893,110.672,98.666,300.82,0.299036,0.965437,-0.00799642
2.4575,117.093,113.244,107.017,110.837,98.7458,300.961,-0.584052,0.191072,-0.61861
2.458,117.361,112.984,106.837,nan,98.5698,300.893,1.18055,0.470198,-0.994143
2.458,118.045,113.259,107.213,nan,98.5392,301.025,4.29581,-0.476756,-0.35959
2.459,116.068,112.711,107.122,111.842,98.4103,300.958,2.75893,-1.98834,-1.05306
2.4595,115.518,111.717,107.611,111.03,98.4431,300.875,4.89133,-2.70331,-2.74496
2.46,114.954,110.957,107.904,nan,98.3811,300.892,1.93496,-0.0537079,-2.17207
2.4605,113.62,109.891,108.521,nan,98.3649,300.983,1.75597,-0.688631,-0.9977
2.461,112.315,108.699,108.453,nan,98.3334,300.946,1.05709,-0.855722,-1.54856
2.4615,110.506,106.416,108.092,112.098,98.1025,300.952,1.52624,-1.29484,-1.44408
2.462,108.651,105.884,107.72,nan,98.0777,300.986,-0.342724,-1.95964,0.977107
2.4625,107.791,106.053,107.329,nan,98.2082,300.959,0.474695,-1.95231,-0.828963
2.463,107.218,104.632,107.105,113.581,97.9883,301.042,-0.946495,-1.80826,0.567898
2.4635,106.526,104.814,106.212,114.752,98.016,301.075,-0.754985,0.716855,0.601899
2.464,105.552,104.057,106.092,114.746,97.9434,301.068,-2.35149,2.05273,0.298075
2.4645,106.044,104.024,105.554,114.61,97.9516,301.05,-2.51706,2.98851,0.568128
2.465,106.269,105.17,105.908,114.813,97.6798,301.008,-0.387772,0.998923,-0.124643
2.4655,106.364,106,106.189,nan,97.9167,300.97,-2.74499,1.22945,0.869563
2.466,106.996,106.776,106.993,nan,97.9098,301.044,-0.534091,1.2371,1.40013
2.4665,107.718,108.489,108.36,114.985,97.8927,301.045,0.802413,0.836786,2.99705
2.467,109.322,109.396,109.149,113.211,97.8053,300.978,-1.14587,1.55094,0.847298
2.4675,108.461,109.175,109.814,112.255,97.8049,301.002,-0.657074,2.05226,1.28716
2.468,108.05,110.63,112.27,111.797,97.992,301.126,-0.0650113,2.01772,0.283029
2.468,108.186,110.4,113.457,nan,97.8511,301.048,0.57441,0.714438,0.952501
2.469,107.687,109.571,114.751,110.798,97.8526,301.061,1.14815,-0.761382,0.181282
2.4695,107.998,110.354,115.615,109.082,98.0311,301.072,3.98,-1.47639,-0.336039
2.47,106.221,109.981,116.062,nan,97.9114,301.027,3.69201,-1.98133,-0.616347
2.4705,106.431,109.817,116.177,109.652,98.0439,301.108,3.77034,-1.7428,-0.147247
2.471,107.241,109.327,117.039,nan,98.0612,301.065,2.55106,-2.23324,-0.539134
2.4715,107.369,110.534,117.048,109.258,97.9739,301.02,0.532256,-2.72974,1.35529
2.472,107.851,110.725,115.749,109.448,97.927,301.134,0.63954,-1.00754,-0.163503
2.4725,109.128,112.68,115.903,107.776,97.952,301.021,1.73745,-1.54876,-1.76821
2.473,109.53,112.708,115.065,nan,97.9279,300.984,0.69033,-1.82209,-2.05257
2.4735,111.718,113.823,115.029,109.211,98.0101,301.081,0.36002,-3.08093,-1.65219
2.474,112.633,115.924,116.168,108.523,98.0527,301.051,-1.29168,-1.89217,-2.84279
2.4745,114.084,116.521,115.98,108.401,98.028,301.068,-2.94451,-1.64003,-0.987818
2.475,116.19,118.627,117.09,nan,98.0749,301.088,-2.1787,-0.470755,-1.37713
2.4755,116.728,118.435,116.433,107.207,98.0256,301.108,-0.94047,1.31251,0.0540408
2.476,117.675,119.506,117.762,nan,98.1274,301.063,-1.96072,2.48372,0.339498
2.4765,118.499,118.88,118.699,nan,98.1546,301.08,-1.45537,2.39555,0.298207
2.477,117.864,118.787,119.118,nan,97.9711,301.124,-0.407207,0.0795138,1.2578
2.4775,118.365,118.491,119.751,nan,98.0842,300.986,-0.781699,0.922356,-0.870374
2.478,118.676,117.404,119.025,nan,98.0741,301.09,-1.35081,2.73785,0.737055
2.4785,117.179,117.126,118.592,nan,98.036,301.031,-0.539365,1.77605,0.138515
2.479,117.244,115.765,117.803,nan,98.0094,301.064,-0.314046,1.35421,1.22511
2.4795,116.863,115.92,116.838,nan,98.0316,301.093,3.05675,1.93793,0.346918
2.48,115.889,115.205,115.373,105.422,98.0303,301.137,4.49389,0.93711,2.43792
2.4805,115.956,113.919,113.822,nan,98.0199,301.09,3.69193,-0.414682,1.94428
2.481,116.85,115.279,112.323,nan,97.9314,301.155,1.78258,-0.576645,1.51463
2.4815,116.404,114.689,111.356,108.573,98.1265,301.103,1.26938,0.233106,0.381889
2.482,117.85,114.393,109.765,107.821,98.0336,301.03,1.25484,-0.0657149,0.934609
2.482,118.418,114.993,108.744,nan,97.9352,301.046,-0.122609,-1.27811,0.0248975
2.483,118.827,114.97,108.927,109.641,98.0423,301.061,1.37022,-1.03921,-0.274522
2.4835,118.886,115.093,108.155,109.379,97.9758,301.137,0.744828,-1.81847,-0.0168302
2.484,119.003,114.695,108.103,nan,97.8561,301.013,-0.467907,-2.45439,0.924033
2.4845,117.679,114.125,108.513,nan,97.6837,301.01,-1.18765,-2.92045,-0.268237
2.485,117.43,112.164,108.404,109.487,97.7518,301.083,-2.63187,-1.27917,0.331279
2.4855,115.824,111.564,108.434,110.042,97.7301,301.011,-3.11194,-2.55579,-0.660428
2.486,114.363,109.859,109.302,109.462,97.7247,301.06,-2.75419,-1.75485,-1.35608
2.4865,112.525,108.101,109.327,110.035,97.7161,301.001,-2.60057,0.668291,-1.50596
2.487,111.488,107.105,108.186,nan,97.7687,300.984,-1.83565,0.56359,-1.7165
2.4875,109.411,105.894,108.005,nan,97.7703,301.113,-1.59567,0.659535,-1.59413
2.488,108.943,105.644,107.651,111.484,97.8019,301.061,-1.61336,-0.358822,-1.69153
2.4885,108.332,104.888,107.207,112.581,97.7849,300.986,-1.43517,-0.571424,-0.721874
2.489,107.136,105.021,106.274,112.33,97.7926,301.045,-1.26643,0.641164,-0.0653034
2.4895,106.896,105.046,105.638,113.927,97.8095,300.989,0.84489,1.54847,-0.352623
2.49,107.113,105.602,104.728,114.06,97.6833,301.088,2.35196,1.34249,-1.27516
2.4905,107.717,106.386,104.841,nan,97.8399,301.02,1.90652,1.82285,-0.0155579
2.491,108.244,106.593,105.378,114.512,98.0027,301.011,2.21434,2.9921,0.783927
2.4915,108.768,107.538,105.032,115.747,97.8718,301.016,2.2397,2.53179,0.835779
2.492,109.367,108.095,106.743,nan,97.8131,300.977,1.962,1.32279,0.477727
2.4925,109.219,108.331,107.61,nan,97.9617,301.058,0.994732,0.551595,-0.224563
2.493,108.391,108.307,108.59,114.583,97.968,301.063,1.92659,-1.11338,1.74924
2.4935,107.656,108.79,110.48,113.862,97.8892,301.118,2.77246,-0.0296128,1.28185
2.494,106.714,108.753,111.767,111.528,98.107,300.975,1.11798,1.30335,1.76522
2.4945,106.936,109,112.538,112.055,98.0756,301.018,0.801097,0.481524,1.44553
2.495,106.225,108.132,113.684,nan,98.1863,300.943,-0.279895,-0.231821,0.584298
2.4955,105.478,108.076,114.129,111.41,98.0908,301.104,-0.966967,0.0247558,0.15639
2.496,105.389,107.676,114.784,111.109,98.2391,301.095,-2.26272,-1.29652,0.299457
2.4965,105.611,108.506,114.584,nan,98.2302,301.087,-1.31531,-2.05969,-0.650057
2.497,105.137,109.755,114.411,110.074,98.2732,301.014,-0.774421,-1.99825,0.0756199
2.4975,107.136,111.063,115.208,nan,98.3764,301.002,-2.5674,-1.00482,0.211392
2.498,108.526,111.711,114.064,nan,98.4912,301.119,-1.49213,0.78032,-1.09248
2.4985,109.768,113.564,114.065,111.393,98.5264,301.059,-1.87958,0.469423,0.177623
2.499,110.892,115.002,114.306,110.091,98.5136,301.084,-1.35882,0.304259,0.286329
2.4995,112.851,116.521,115.863,110.496,98.6245,301.126,-1.76142,1.8026,-2.06513
2.5,114.369,117.134,114.89,nan,98.7933,301.098,0.0473639,1.37682,-1.90343
2.5005,116.016,117.46,116.01,108.166,98.7931,301.064,3.01358,1.18705,-1.23398
2.501,116.479,118.312,116.726,nan,98.9941,301.081,2.21004,1.25251,-1.67941
2.5015,116.732,118.922,118.214,107.552,98.9692,301.096,2.5833,1.39567,-1.77206
2.502,116.611,118.084,118.392,107.947,98.9522,301.076,1.26869,1.45859,-1.77685
2.5025,115.981,117.914,119.862,107.002,98.9963,301.109,1.5321,1.33474,-1.17618
2.503,116.126,117.048,119.737,104.928,99.0448,301.09,1.91597,2.33853,0.0606501
2.503,115.483,116.552,120.364,104.968,99.0197,301.12,1.14843,0.467929,-0.333386
2.504,115.829,115.64,119.66,104.011,99.2129,301.168,2.18573,1.21689,-0.294122
2.5045,116.287,116.248,118.868,104.759,99.1117,301.213,1.3917,-0.971074,-0.812069
2.505,116.451,115.268,117.427,104.58,99.2443,301.214,-2.09103,0.746598,0.418786
2.5055,116.786,115.538,116.514,nan,99.0958,301.224,-2.71785,0.378477,0.694927
2.506,117.004,115.85,115.384,105.435,99.2064,301.218,-1.35844,0.0709881,1.24199
2.5065,118.144,115.806,114,nan,99.1887,301.208,-0.559897,-0.392167,0.425254
2.507,118.371,115.819,113.13,107.502,99.3162,301.187,-1.7777,-0.647934,2.0657
2.5075,118.343,116.289,111.818,106.799,99.2957,301.255,-2.12382,-1.79116,2.02338
2.508,119.737,116.233,111.367,107.212,99.2246,301.22,1.03839,-1.64232,0.874926
2.5085,119.912,116.591,110.424,108.361,99.2676,301.281,-3.13103,-2.59081,1.07655
2.509,119.021,115.892,110.089,107.629,99.1782,301.315,-1.30248,-1.08365,-0.120742
2.5095,119.023,115.864,110.505,108.543,99.1016,301.388,-2.35311,-0.607672,0.515757
2.51,117.332,114.253,110.335,108.509,99.2312,301.378,-2.11324,-1.78232,0.882342
2.5105,116.99,113.342,110.663,nan,99.0125,301.325,0.770297,-0.146188,-0.0173003
2.511,116.318,111.351,110.548,108.997,99.1509,301.356,0.289884,0.174251,0.678746
2.5115,114.049,109.559,110.091,107.948,99.2234,301.49,1.26347,-0.654707,1.34733
2.512,113.435,108.768,110.124,107.958,99.2035,301.482,0.312267,-1.18678,-0.574415
2.5125,111.676,108.106,109.711,108.476,99.1588,301.391,1.65848,1.17889,0.135025
2.513,110.208,107.209,108.867,109.641,99.1513,301.506,1.06272,1.3681,-0.504231
2.5135,109.008,106.715,108.541,109.685,99.1491,301.5,1.34376,3.08634,0.303181
2.514,109.633,105.826,106.116,110.206,99.1242,301.497,5.39506,1.45384,-0.741435
2.5145,109.428,105.906,106.094,110.819,99.0337,301.519,3.11402,2.39989,-1.09555
2.515,108.557,106.398,105.189,112.234,99.1222,301.524,2.0531,0.60115,-1.84909
2.5155,109.174,106.659,104.903,nan,99.0341,301.503,1.61565,2.21486,-0.834958
2.516,110.003,107.502,103.967,113.995,99.2234,301.62,1.05732,2.60036,-0.345634
2.5165,109.304,108.056,104.291,114.785,98.9708,301.645,-2.11086,1.0969,0.0419842
2.517,109.709,108.398,104.282,nan,99.0047,301.651,0.234233,0.890146,-0.316054
2.5175,108.41,107.813,104.664,nan,99.087,301.571,0.825691,1.16697,-1.36498
2.518,108.316,108.623,105.858,nan,99.1319,301.691,-1.26751,-1.28284,-0.951573
2.5185,108.287,106.998,107.992,114.845,99.3028,301.587,-2.92012,-3.18754,-1.39673
2.519,106.617,107.231,108.126,113.757,99.175,301.717,-1.59089,-2.60928,0.104955
2.5195,105.62,106.717,110.077,114.22,99.1374,301.692,-2.94663,-2.23881,-0.0755805
2.52,104.841,106.557,110.414,nan,99.0439,301.777,-1.57955,-0.689593,1.04767
2.5205,104.671,106.274,112.193,112.975,99.2172,301.785,-2.48721,-2.46955,0.895535
2.521,103.857,106.898,112.765,112.77,99.3039,301.828,-0.806987,-0.976996,-0.174321
2.5215,104.537,106.518,112.938,111.492,99.2532,301.852,0.281673,-0.0810305,2.10795
2.522,105.267,107.824,112.814,nan,99.3448,301.843,0.76976,-1.80299,1.82299
2.5225,106.493,108.092,113.03,111.89,99.3371,301.888,1.02893,-1.60099,0.66735
2.523,106.789,109.793,113.082,nan,99.369,301.879,1.35505,-0.849256,0.444209
2.5235,108.974,111.365,112.752,112.153,99.3828,301.848,0.104985,0.915296,1.66645
2.524,109.945,113.06,112.108,111.326,99.3828,301.824,2.77534,-0.0478046,1.861
2.5245,111,113.58,113.491,112.572,99.3783,301.847,3.94464,2.04118,1.74719
2.525,112.558,114.364,113.695,110.415,99.4916,301.888,1.53514,3.06122,0.1443
2.5255,113.991,116.845,114.33,111.497,99.5204,301.958,1.40327,2.15292,-0.381778
2.526,114.705,116.405,115.107,nan,99.4235,301.939,1.49482,1.41767,-0.518799
2.5265,114.819,116.947,114.932,nan,99.6697,302.048,0.0875129,-0.157627,-0.123544
2.527,114.627,116.991,117.367,110.126,99.5946,302.018,1.52876,1.05818,-0.268849
2.5275,114.998,117.393,118.3,nan,99.6113,302.102,0.461805,1.6614,-0.0268538
2.528,114.617,116.768,119.521,nan,99.5197,302.026,-0.019974,0.531619,-1.46644
2.5285,114.488,116.575,120.017,nan,99.5336,302.194,-1.51468,1.10741,-0.362643
2.529,114.526,116.311,119.864,nan,99.5904,302.161,-1.77223,0.851826,-0.831673
2.5295,115.376,115.814,120.284,105.695,99.4357,302.187,-4.56942,0.0465265,-0.547719
2.5295,114.515,115.551,119.53,104.277,99.4501,302.201,-3.82271,-1.9909,-0.811291
2.5305,115.651,116.407,118.926,104.635,99.4624,302.132,-2.05108,-2.016,-1.66223
2.5305,116.079,116.675,117.769,105.253,99.5462,302.23,-1.00274,-0.711055,-0.841961
2.5315,117.896,116.913,116.926,nan,99.4325,302.207,-0.153322,-0.730291,-0.464351
2.532,119.006,116.591,115.794,105.321,99.2854,302.23,0.143783,-1.52918,0.290133
2.5325,120.02,117.532,114.648,105.389,99.3574,302.257,-2.37646,-1.4537,-0.71684
2.533,119.993,118.206,114.181,106.274,99.2167,302.313,1.52225,-0.0598113,0.120387
2.5335,120.562,117.83,113.312,106.991,99.169,302.329,0.656947,-1.66092,2.5587
2.534,120.892,118.064,112.613,108.247,99.2776,302.277,2.37586,-1.76945,0.376325
2.5345,120.276,118.071,112.013,nan,99.1438,302.283,2.81185,-0.746597,1.79228
2.535,119.586,116.064,112.048,106.588,98.9919,302.367,2.08773,0.98092,1.22963
2.5355,118.503,114.929,112.253,nan,99.0272,302.364,3.88657,2.41514,0.589719
2.536,117.282,113.731,112.315,106.924,98.8278,302.375,2.46146,2.69995,1.77862
2.5365,115.775,112.656,111.926,106.436,99.005,302.372,0.602955,3.22232,2.11999
2.537,114.7,109.725,111.615,107.929,98.7246,302.348,0.297681,0.423568,1.75363
2.5375,112.721,109.19,111.832,106.944,98.787,302.334,2.84491,1.51748,1.52253
2.538,112.222,109.029,110.992,107.69,98.8214,302.376,0.895338,1.60459,0.811259
2.5385,111.166,107.822,110.112,108.008,98.5758,302.436,0.0214777,0.988894,1.03573
2.539,111.302,106.835,108.269,107.429,98.5593,302.504,-1.01064,1.37328,0.266997
2.5395,110.878,107.697,107.101,108.481,98.6535,302.578,-2.83856,1.94815,0.558832
2.54,111.435,107.117,106.735,109.429,98.4901,302.465,-2.64672,2.1129,-0.194409
2.5405,111.832,108.288,105.982,nan,98.4681,302.462,-2.24771,0.472756,0.448765
2.541,110.825,108.599,105.161,110.753,98.3058,302.465,-1.30139,1.12942,-0.792054
2.5415,110.945,108.256,104.412,112.137,98.4262,302.524,-0.963989,-1.50672,0.31312
2.542,111.135,107.982,104.338,nan,98.376,302.462,-1.16552,-2.07394,-0.135681
2.5425,111.079,108.496,103.615,113.811,98.26,302.443,-0.145152,-3.06302,0.176503
2.543,110.02,107.783,105.113,nan,98.2803,302.526,-0.524519,-3.03805,-2.37148
2.5435,108.9,107.275,105.756,nan,98.0566,302.51,0.608792,0.795382,-1.48633
2.544,107.585,106.519,105.598,114.945,98.0524,302.604,-0.0526999,-1.61725,-2.16429
2.5445,106.303,105.919,108.124,nan,98.3494,302.544,0.780293,-2.95947,-1.39122
2.545,105.638,105.183,109.14,113.962,98.2518,302.57,2.01658,-1.49016,-0.95487
2.5455,104.889,105.569,109.387,nan,98.1549,302.527,2.41678,-1.58148,0.120483
2.5455,104.258,105.634,109.765,113.71,98.0986,302.536,1.86436,0.805002,-0.451925
2.5465,103.831,105.115,111.302,nan,98.183,302.588,1.51461,0.417925,0.203264
2.547,103.679,105.573,111.048,nan,98.0916,302.473,0.242762,-0.226353,0.990856
2.5475,104.653,107.344,110.572,113.214,98.1211,302.52,1.91587,0.987815,0.220457
2.548,105.813,108.765,110.729,112.562,98.1533,302.486,1.86063,1.89509,-0.179851
2.5485,106.643,109.833,111.163,112.728,98.0389,302.486,1.51884,0.941218,0.248454
2.549,108.526,111.486,110.724,112.567,98.0309,302.553,1.30025,1.95117,-0.64614
2.549,109.004,112.685,111.721,112.969,98.0904,302.526,-0.170059,1.91296,-0.988332
2.55,110.559,113.561,111.087,112.799,98.2219,302.533,-2.31189,1.38692,1.52784
2.5505,111.698,114.341,112.332,113.704,98.1347,302.605,-3.33538,2.10015,0.169893
2.551,112.493,114.76,113.337,nan,98.0987,302.505,-2.47904,1.75625,1.55326
2.5515,112.586,115.356,114.019,113.711,98.1211,302.508,-2.17066,1.84569,2.00722
2.552,113.11,114.755,115.417,113.056,97.9708,302.569,0.211117,2.91655,2.34137
2.5525,112.316,115.939,116.174,111.622,98.2171,302.471,-2.10097,0.270658,1.57053
2.553,112.162,114.696,118.202,nan,98.2797,302.504,-2.31171,0.264628,-0.980522
2.5535,112.935,115.059,118.754,109.946,98.2054,302.472,-1.73762,-0.858537,-0.285799
2.554,112.235,115.005,119.23,109.236,98.1775,302.507,0.376775,-1.53759,-1.01043
2.5545,112.902,114.901,119.952,108.118,98.2669,302.529,1.18903,-0.850049,-0.0201241
2.555,112.856,115.208,120.516,107.433,98.2034,302.451,0.739493,-1.15531,-0.321841
2.5555,114.945,115.402,119.689,105.895,98.0809,302.513,0.382151,-3.045,-1.28061
2.556,115.86,116.214,118.562,106.282,98.2172,302.411,1.4964,-2.28665,-0.639108
2.5565,116.446,117.438,117.977,105.251,98.2056,302.524,2.03538,-1.87468,-0.58678
2.557,117.247,118.167,117.961,nan,98.1276,302.435,1.49756,-1.38,-1.75729
2.5575,119.211,117.995,116.446,105.856,98.0855,302.475,1.8499,-1.92964,-1.74174
2.558,120.112,118.928,115.236,106.374,98.064,302.317,1.38061,1.07775,-2.64914
2.5585,121.067,118.38,115.004,nan,98.1698,302.438,2.17581,0.281539,-0.444808
2.559,121.557,118.834,114.57,106.682,98.0762,302.371,-0.0371971,-0.558509,-0.124432
2.5595,120.674,118.323,114.345,107.367,97.9862,302.298,0.148045,0.0397824,-0.558306
2.56,119.917,116.851,113.827,107.206,98.0577,302.365,0.697466,0.605312,-1.76073
2.5605,119.045,116.812,114.137,nan,98.0535,302.279,-1.05358,1.22967,1.21313
2.561,117.952,114.372,114.28,107.588,97.8664,302.387,-2.52664,3.48506,1.84258
2.5615,116.349,114.041,114.349,nan,97.9942,302.319,-2.14901,2.16309,0.155304
2.562,115.434,111.593,114.34,nan,97.7516,302.343,-1.15781,1.38926,-0.154281
2.5625,114.801,111.42,114.025,nan,97.7999,302.272,0.526669,2.19215,0.0085459
2.563,113.378,109.482,113.528,nan,97.8536,302.334,-0.868608,1.64318,0.0347024
2.5635,113.008,109.443,112.167,105.187,97.8308,302.274,-3.83744,0.166931,2.07013
2.564,113.819,108.799,111.292,106.043,97.5361,302.281,-2.60132,0.708935,1.03017
2.5645,112.954,109.357,110.954,nan,97.686,302.237,-1.18169,0.436881,1.80092
2.565,113.637,108.981,109.096,107.723,97.5492,302.346,0.59232,-0.0472663,1.39581
2.5655,113.844,109.369,107.555,nan,97.8541,302.149,0.639748,-1.5828,1.89624
2.5655,113.381,109.66,106.939,nan,97.5817,302.163,1.08952,-1.24782,0.899074
2.5665,113.551,109.165,106.558,108.443,97.6783,302.163,-0.38339,-1.80574,1.3653
2.567,112.7,109.134,105.841,nan,97.6553,302.211,2.73487,-0.883642,0.466197
2.5675,111.706,109.063,104.508,110.099,97.6085,302.26,1.75456,-1.73192,-0.835549
2.568,111.064,107.962,104.633,112.35,97.6787,302.131,2.72605,-2.80758,1.44601
2.5685,109.96,107.714,104.483,112.751,97.6352,302.149,2.27521,-2.31411,0.564894
2.569,108.678,105.969,105.803,112.434,97.5053,302.087,3.86558,-1.89622,0.768732
2.5695,107.34,106.633,106.648,nan,97.7438,302.101,0.545529,-1.81647,1.09063
2.57,105.937,105.52,106.855,113.094,97.5784,302.177,2.30012,-0.430548,-1.04102
2.5705,105.574,103.975,107.272,112.86,97.7465,302.11,-0.273961,-1.16285,-0.427247
2.571,104.38,104.029,108.194,112.644,97.7497,302,0.692512,-0.17791,-1.89076
2.5715,104.005,104.351,109.14,nan,97.8802,302.095,-1.11159,-0.529103,-1.56573
2.572,104.683,105.224,108.718,112.885,97.6146,301.989,-2.54708,1.4572,-1.49493
2.5725,104.34,106.133,109.812,nan,97.7558,302.054,-0.593045,1.74945,-1.18545
